0_30602, 0_30603, 0_9076, 0_9077, 0_9078	1_3771, 1_4994, 1_5579	2_27963, 2_27964, 2_43857, 2_43858, 2_43859, 2_43860, 2_64085, 2_79080, 2_79081, 2_79082, 2_79083, 2_7995, 2_7996, 2_7997, 2_97927, 2_97928	3_82612, 3_82613, 3_89738, 3_89739	4_11362, 4_11363, 4_16666, 4_16667, 4_16668, 4_49161, 4_49162, 4_53039, 4_53040	5_29946, 5_8197
0_14636, 0_14637, 0_14638, 0_14639, 0_14640	1_27991, 1_34372	2_12826, 2_12827, 2_12828, 2_12829, 2_49177, 2_49178, 2_49179, 2_49180, 2_84042, 2_84043, 2_84044, 2_84045, 2_84046	3_37198, 3_37199, 3_37200, 3_37201, 3_37202, 3_41310	4_21341, 4_21342, 4_21343, 4_21344, 4_26663, 4_26664, 4_26665, 4_26666, 4_26667, 4_26669	5_14682, 5_14686, 5_2822
0_16441, 0_16449, 0_16450		2_14603, 2_14604, 2_14605, 2_51000, 2_51002, 2_51003, 2_51004, 2_85748	3_34594, 3_34595, 3_38380, 3_38381, 3_38384, 3_42594, 3_47002, 3_47004	4_22906, 4_22913, 4_28478, 4_28479, 4_28480, 4_28487, 4_28488, 4_28489, 4_28503, 4_28504, 4_28505	5_15079, 5_15080, 5_15081, 5_15083, 5_15084, 5_16495, 5_16496, 5_16497, 5_16500
0_20655, 0_20657, 0_20660	1_17835, 1_18761, 1_19657, 1_32372, 1_32560	2_15709, 2_15711, 2_15712, 2_15713, 2_15734, 2_15736, 2_54684, 2_54685, 2_54686, 2_54687, 2_54690, 2_89278, 2_89279, 2_89280, 2_89284, 2_89285	3_47957, 3_47958, 3_57275, 3_57277	4_29832, 4_29836, 4_36352, 4_36353, 4_36354, 4_36359, 4_36360	5_17969, 5_18118, 5_4569, 5_4571
0_20261, 0_20262, 0_20263, 0_20264	1_18451, 1_18850, 1_31153, 1_31549	2_16115, 2_16116, 2_16117, 2_16118, 2_54316, 2_54317, 2_54319, 2_54320, 2_88922, 2_88923, 2_88924, 2_88926, 2_88927	3_51798, 3_51799, 3_60214, 3_60216, 3_60217, 3_60218	4_30154, 4_30155, 4_30156, 4_36020, 4_36022, 4_36023, 4_36025, 4_36026	5_18346, 5_18347, 5_18348, 5_4573
0_17915, 0_17916, 0_26938, 0_26940	1_11856, 1_5026	2_18018, 2_24730, 2_24731, 2_52468, 2_52469, 2_52470, 2_52471, 2_60562, 2_60563, 2_60564, 2_87027, 2_87028	3_49784, 3_72873, 3_77010	4_32053, 4_34258, 4_34259, 4_34260, 4_34261, 4_41261, 4_41262, 4_46326, 4_46327, 4_46328, 4_46329, 4_46330, 4_46331, 4_46332	5_21081, 5_26056, 5_26058, 5_26059
0_24574, 0_24576, 0_24577, 0_24578, 0_24579	1_14010, 1_3078	2_22565, 2_22566, 2_22567, 2_22574, 2_22575, 2_58266, 2_58267, 2_58268, 2_58269, 2_58270, 2_92651, 2_92652, 2_92655, 2_92656, 2_92657, 2_92658	3_63386, 3_67307, 3_71264, 3_71265, 3_75499	4_39390, 4_39391, 4_39392, 4_39398, 4_39400, 4_44298, 4_44299, 4_44300, 4_44301	5_24154, 5_24346
0_26394, 0_26395, 0_26396	1_2154, 1_4794	2_24242, 2_24245, 2_24246, 2_24247, 2_24248, 2_60000, 2_60001, 2_60002, 2_60003, 2_94354, 2_94355, 2_94357, 2_94358, 2_94359	3_64522, 3_64527, 3_64530, 3_64531, 3_64532, 3_72490, 3_72493	4_40830, 4_40836, 4_40837, 4_40838, 4_45855, 4_45856, 4_45857, 4_45858	5_22456, 5_25567, 5_25711, 5_25802, 5_25804
0_34980, 0_34981	1_20769, 1_5784	2_101924, 2_101925, 2_101926, 2_101927, 2_31906, 2_31908, 2_31909, 2_31910, 2_31912, 2_31913, 2_67329, 2_67330, 2_67331, 2_67333, 2_67334	3_103897, 3_103898, 3_103899, 3_96527, 3_96530, 3_96531, 3_96532, 3_96533	4_56600, 4_56601, 4_56602, 4_56603, 4_60763, 4_60764, 4_60765, 4_60766	5_33938, 5_33939, 5_35881, 5_35882
0_37922, 0_37923, 0_37925, 0_37926, 0_37929		2_104404, 2_104405, 2_104407, 2_104408, 2_104409, 2_104410, 2_104413, 2_34535, 2_34536, 2_34537, 2_34538, 2_69905, 2_69906, 2_69907, 2_69908	3_102184, 3_102185, 3_102186, 3_105992, 3_105993, 3_94576, 3_94577, 3_94578, 3_94579, 3_98532	4_59007, 4_59008, 4_63115, 4_63116, 4_63117, 4_63118	5_36840, 5_36841, 5_36842
0_6605, 0_6606, 0_6607	1_12542, 1_13464, 1_9947	2_41778, 2_41779, 2_41780, 2_41781, 2_5825, 2_5826, 2_5827, 2_5828, 2_77002, 2_77003, 2_77004, 2_77005, 2_77006, 2_77007	3_14896, 3_19106, 3_19107, 3_23320, 3_23321, 3_27939	4_14703, 4_14704, 4_14705, 4_14706, 4_9328, 4_9329, 4_9330, 4_9331	5_6657, 5_6658, 5_6659, 5_6679
0_9440, 0_9441, 0_9442, 0_9443, 0_9444	1_29143, 1_29304, 1_29560, 1_29674	2_44212, 2_44213, 2_44214, 2_44215, 2_44216, 2_44217, 2_79431, 2_79432, 2_79434, 2_79435, 2_8337, 2_8338, 2_8339, 2_8340	3_16912, 3_16913, 3_16914, 3_16915, 3_25297, 3_25298	4_11678, 4_11679, 4_11680, 4_11681, 4_16977, 4_16980, 4_16981	5_9973, 5_9974
0_11696, 0_11697, 0_11702, 0_11789, 0_11790	1_27786, 1_33788, 1_34659	2_10417, 2_10418, 2_46343, 2_46344, 2_81508, 2_81509, 2_81514, 2_81515	3_31350, 3_35156, 3_35157, 3_39091, 3_39094, 3_39095, 3_39096, 3_43527	4_18991, 4_18992, 4_18997, 4_18998, 4_23881, 4_23882, 4_23888, 4_23889, 4_24220, 4_24221, 4_24222	5_11443, 5_11444, 5_11559
0_12077, 0_12078, 0_12079, 0_12080, 0_12081, 0_12082, 0_12084		2_10688, 2_10689, 2_10691, 2_10692, 2_10693, 2_28819, 2_28820, 2_81888, 2_81889, 2_81890, 2_81891, 2_81892, 2_98764, 2_98765	3_31699, 3_35449, 3_35450, 3_35452, 3_39413, 3_83231, 3_83232	4_19213, 4_19214, 4_19215, 4_19216, 4_24382, 4_24383, 4_24384, 4_49938, 4_49939	5_14506
0_20947, 0_20948, 0_20949, 0_20950		2_15438, 2_15439, 2_15440, 2_15441, 2_15442, 2_54953, 2_54954, 2_54955, 2_54956, 2_54957, 2_54958, 2_89550, 2_89551, 2_89552, 2_89553, 2_89554	3_47754, 3_51355, 3_57493, 3_60707	4_29527, 4_29528, 4_29529, 4_29530, 4_29602, 4_29603, 4_36602, 4_36603, 4_36604, 4_36605	5_17865, 5_17866, 5_17867, 5_21095
0_20182, 0_20183, 0_20186, 0_20187, 0_20188, 0_20191	1_20670, 1_33401, 1_33488, 1_33582	2_16044, 2_16045, 2_16046, 2_16047, 2_54258, 2_54259, 2_54260, 2_54261, 2_88858, 2_88859, 2_88860, 2_88861, 2_88862	3_51843, 3_51844, 3_51845, 3_56920, 3_56921, 3_56922, 3_56924	4_30229, 4_30231, 4_30232, 4_35965, 4_35967	5_20951, 5_20952, 5_20953
0_22756, 0_22758	1_11030, 1_11196, 1_19053	2_20875, 2_20876, 2_20877, 2_20878, 2_20879, 2_56647, 2_56648, 2_56649, 2_56650, 2_56651, 2_56652, 2_90989, 2_90990, 2_90992, 2_90993	3_50583, 3_61940, 3_61941, 3_69886, 3_69887	4_38002, 4_38003, 4_38004, 4_38005, 4_38006, 4_42739, 4_42740, 4_42741, 4_42742	5_27398, 5_27399, 5_27400, 5_27401
0_24699, 0_24700, 0_24705	1_1755, 1_2003, 1_2899, 1_3230	2_22690, 2_22691, 2_22692, 2_22693, 2_22694, 2_22695, 2_22699, 2_58402, 2_58403, 2_58404, 2_58406, 2_58410, 2_92790, 2_92793	3_63477, 3_67384, 3_67386, 3_67389, 3_67390, 3_71376, 3_71377, 3_71379, 3_71380	4_39509, 4_44422, 4_44423, 4_44427	5_24392, 5_24393, 5_24395, 5_24477
0_25637, 0_25638, 0_25641	1_4086	2_23540, 2_23541, 2_23543, 2_59252, 2_59258, 2_59259, 2_59260, 2_93613, 2_93614, 2_93617	3_64010, 3_64012, 3_64013, 3_71964, 3_71971, 3_71974, 3_71975, 3_71976, 3_71977, 3_71978	4_40213, 4_40214, 4_40215, 4_40218, 4_40219, 4_40221, 4_45157, 4_45163, 4_45164, 4_45166	5_24932, 5_24933, 5_25140, 5_25142
0_28929	1_14692, 1_14782	2_26558, 2_26559, 2_26560, 2_26561, 2_26562, 2_62688, 2_62689, 2_62690, 2_62691, 2_62693, 2_96577, 2_96578, 2_96579, 2_96580, 2_96581, 2_96582	3_81395, 3_81396, 3_81397, 3_84721, 3_84722, 3_84723, 3_84724	4_47874, 4_47875, 4_47876, 4_47877, 4_51750, 4_51751, 4_51752, 4_51753	5_27597, 5_27888, 5_27928, 5_27929
0_34617, 0_34618, 0_34619, 0_34624	1_23062, 1_23238	2_101588, 2_101589, 2_101590, 2_101595, 2_31577, 2_31578, 2_31579, 2_31583, 2_66972, 2_66973, 2_66975, 2_66976, 2_66979	3_103649, 3_103654, 3_103655, 3_103657, 3_96308, 3_96309, 3_96310, 3_96314	4_56302, 4_56303, 4_56304, 4_56308, 4_60461, 4_60463, 4_60465, 4_60466, 4_60467	5_33334, 5_33338
0_36727, 0_36728, 0_36731, 0_36732	1_1061, 1_159, 1_242, 1_790	2_103398, 2_103399, 2_103401, 2_33232, 2_33233, 2_33235, 2_33236, 2_33237, 2_68786, 2_68787, 2_68789, 2_68794, 2_68796	3_101286, 3_101287, 3_101295, 3_105173, 3_97632, 3_97633	4_57839, 4_57840, 4_62152, 4_62153, 4_62154, 4_62159, 4_62160	5_32781, 5_35632, 5_35633, 5_35634
0_304, 0_306, 0_307, 0_308, 0_309		2_35683, 2_35684, 2_35685, 2_35686, 2_35687, 2_35785, 2_419, 2_420, 2_421, 2_422, 2_423, 2_71272, 2_71273, 2_71274	3_10459, 3_10461, 3_10462, 3_145, 3_3399, 3_3400, 3_3402, 3_6705	4_4140, 4_4141, 4_4142, 4_4144, 4_4145, 4_4225	5_1004, 5_1005, 5_300, 5_301
0_906, 0_907, 0_912, 0_913	1_25113, 1_25772, 1_30129, 1_30679, 1_30792	2_36301, 2_36307, 2_36308, 2_71808, 2_71809, 2_71814, 2_71815, 2_778, 2_791, 2_792	3_3784, 3_3793, 3_3794, 3_553, 3_7209, 3_7210	4_4666, 4_4667, 4_4704, 4_4705, 4_636, 4_650, 4_651	5_929, 5_930, 5_939, 5_940, 5_941
0_8263, 0_8264, 0_8265, 0_8266	1_3456	2_33930, 2_40332, 2_43116, 2_43117, 2_43118, 2_7254, 2_7255, 2_7256, 2_7257, 2_78358, 2_78359, 2_78360	3_105705, 3_16119, 3_16120, 3_16121, 3_16122, 3_24485, 3_24486	4_10688, 4_10689, 4_10690, 4_15981, 4_15982, 4_15983, 4_58564, 4_58565, 4_58566	5_8725, 5_8726, 5_8727, 5_8728
0_9910, 0_9911, 0_9912, 0_9913	1_28104, 1_4285	2_24243, 2_44653, 2_44654, 2_44655, 2_44656, 2_79864, 2_79865, 2_79866, 2_79867, 2_8751, 2_8752, 2_8753, 2_8754	3_21338, 3_25638, 3_30217, 3_30218, 3_30219, 3_30220	4_12045, 4_12046, 4_12047, 4_12048, 4_17375, 4_17377, 4_17378, 4_17379, 4_40831, 4_40832	5_10676, 5_10677
0_13335, 0_13337	1_28325, 1_28365, 1_34262	2_11708, 2_11709, 2_11710, 2_11713, 2_11714, 2_48046, 2_48049, 2_48050, 2_48051, 2_48052, 2_82981, 2_82982	3_32481, 3_32483, 3_32484, 3_44571, 3_44574	4_20250, 4_20251, 4_20252, 4_20257, 4_20258, 4_25463, 4_25464, 4_25561, 4_25562, 4_25563, 4_25564, 4_25565	5_13732, 5_13733, 5_13734
0_14452, 0_14455, 0_14457	1_24700, 1_25345, 1_25926, 1_33738	2_12656, 2_12657, 2_12658, 2_12659, 2_49001, 2_49002, 2_49003, 2_49004, 2_83871, 2_83872, 2_83873, 2_83875	3_33312, 3_37071, 3_37073, 3_41187, 3_45482, 3_45483, 3_45484, 3_65853	4_21185, 4_21186, 4_21187, 4_21188, 4_26503, 4_26504, 4_26505, 4_26506	5_14564, 5_14904
0_16975, 0_16976, 0_16977, 0_16978, 0_16979, 0_16980	1_16476, 1_25930, 1_26857, 1_27911	2_14919, 2_14920, 2_14921, 2_14922, 2_14923, 2_14924, 2_51501, 2_51502, 2_51503, 2_51504, 2_51505, 2_86196, 2_86197, 2_86198, 2_86199, 2_86200, 2_86201, 2_86202	3_34876, 3_38643	4_23270, 4_23271, 4_23273, 4_28971	5_16930, 5_16942, 5_16943
0_20808, 0_20809, 0_20810	1_20262	2_15560, 2_15561, 2_15562, 2_15566, 2_54828, 2_54829, 2_54830, 2_89421, 2_89422, 2_89423, 2_89424, 2_89425	3_47829, 3_51438, 3_51439, 3_57382, 3_57383, 3_57384, 3_57388, 3_57389	4_29701, 4_29702, 4_29705, 4_36480, 4_36481, 4_36482, 4_36483, 4_36484	5_17885, 5_17889, 5_17890, 5_17891, 5_17892
0_14781, 0_26679, 0_27293, 0_27294, 0_27295, 0_27296		2_18886, 2_18887, 2_18888, 2_18889, 2_18890, 2_18891, 2_18893, 2_18894, 2_60913, 2_95221, 2_95222, 2_95223, 2_95224	3_54065, 3_54066, 3_54069, 3_54070, 3_73098	4_32817, 4_32818, 4_32819, 4_32820, 4_46629, 4_46630	5_17668, 5_17669, 5_17713, 5_19314, 5_19315, 5_3432, 5_3433
0_32478, 0_38715		2_29614, 2_29615, 2_35270, 2_65879, 2_65880, 2_65881, 2_65882, 2_65884, 2_65885, 2_70971, 2_70972, 2_70973, 2_70974, 2_70975, 2_70976, 2_70977, 2_99597, 2_99598	3_106720, 3_106721, 3_106722, 3_106728, 3_83756	4_50632, 4_54615, 4_59637, 4_59638, 4_63865, 4_63867, 4_63868, 4_63869, 4_63870, 4_63871	5_37348, 5_37349
0_5633, 0_5634, 0_5635, 0_5636, 0_5637, 0_5638	1_10298, 1_12866, 1_14579	2_40814, 2_40815, 2_4983, 2_4984, 2_4985, 2_4986, 2_76094, 2_76095, 2_76096, 2_76097, 2_76098, 2_76100, 2_76101	3_14342, 3_14343, 3_27178	4_13867, 4_13868, 4_13869, 4_8557, 4_8558, 4_8559, 4_8560	5_5774, 5_5775, 5_5776, 5_5777
0_12022, 0_16729		2_10649, 2_10650, 2_14814, 2_14815, 2_43184, 2_51250, 2_51251, 2_51252, 2_51253, 2_51254, 2_51255, 2_51257, 2_51258, 2_51259, 2_51260, 2_51261, 2_51262, 2_51263, 2_85971, 2_85972	3_31672, 3_47178, 3_47179	4_28751, 4_28752, 4_28753, 4_28754, 4_28756, 4_28757, 4_28758, 4_28759, 4_28760	5_16705, 5_16706
	1_13343, 1_15395	2_14128, 2_14129, 2_14133, 2_14134, 2_50231, 2_50454, 2_50455, 2_50456, 2_51125, 2_51127, 2_51128, 2_51129, 2_85284, 2_85285, 2_85286	3_3410, 3_34259, 3_34260, 3_38067, 3_38068, 3_47068	4_22478, 4_22479, 4_22484, 4_22485, 4_27684, 4_27685, 4_27909, 4_27910	5_12263, 5_12264, 5_12271, 5_12272, 5_12273
0_17629, 0_17630, 0_17631	1_17874, 1_32946, 1_33450	2_18248, 2_18249, 2_18250, 2_18251, 2_18252, 2_52234, 2_52235, 2_52236, 2_52237, 2_86799, 2_86800, 2_86801, 2_86802	3_49937, 3_49938, 3_53623, 3_53624, 3_53625, 3_55093, 3_55094, 3_58301	4_32243, 4_32244, 4_32245, 4_32246, 4_32247, 4_34059, 4_34060, 4_34061, 4_34062	
0_33446, 0_33447, 0_33448, 0_33449		2_100535, 2_100537, 2_100538, 2_19044, 2_19047, 2_19048, 2_19049, 2_19050, 2_19051, 2_30595, 2_30596, 2_30597, 2_30598	3_50705, 3_54381, 3_54384, 3_91631, 3_91632, 3_95634	4_33193, 4_33194, 4_33195, 4_33196, 4_33197, 4_33198, 4_33199, 4_33200, 4_33202, 4_55427, 4_55428, 4_55429	5_35066
0_21043, 0_21044, 0_21045, 0_21048	1_19897, 1_32154, 1_32194, 1_32947	2_19332, 2_19333, 2_19334, 2_19344, 2_55053, 2_55054, 2_55055, 2_55060, 2_89645, 2_89646, 2_89647, 2_89649	3_54151, 3_54152, 3_57563, 3_60792, 3_60793	4_32934, 4_32935, 4_32936, 4_36689, 4_36690, 4_36691, 4_36696	5_18988, 5_18989, 5_18991, 5_8082
0_34872, 0_34873, 0_34874, 0_34875	1_20410, 1_24059	2_101828, 2_101829, 2_101830, 2_101831, 2_101832, 2_30858, 2_31806, 2_31807, 2_31808, 2_31809, 2_67224, 2_67225, 2_67226, 2_67227	3_103805, 3_103806, 3_103807, 3_103808, 3_96458, 3_96459, 3_96460	4_56515, 4_56516, 4_56517, 4_56518, 4_60665, 4_60666, 4_60667	5_33933, 5_33934
0_36803, 0_36804, 0_36805	1_1129, 1_219, 1_315	2_103465, 2_103466, 2_103467, 2_33490, 2_33491, 2_33492, 2_33493, 2_33494, 2_33495, 2_68859, 2_68860, 2_68861	3_105226, 3_105227, 3_105228, 3_97814, 3_97815	4_58089, 4_58090, 4_58091, 4_58092, 4_58093, 4_58094, 4_62218, 4_62219, 4_62220, 4_62221	5_32791, 5_32792, 5_32815
0_5659, 0_5660, 0_5661, 0_5662, 0_5667	1_11411, 1_13121, 1_8277, 1_8282, 1_9930	2_40839, 2_40840, 2_40841, 2_40842, 2_40848, 2_76131, 2_76132, 2_76133, 2_76135, 2_76136	3_14354, 3_18484, 3_18485, 3_22641, 3_27195	4_13888, 4_13889, 4_13891, 4_13892, 4_8578, 4_8580, 4_8581, 4_8584, 4_8585, 4_8586	5_5716
0_5507, 0_5508, 0_5509	1_10481, 1_10555, 1_10786, 1_11991	2_40703, 2_40704, 2_40705, 2_40706, 2_4848, 2_4858, 2_4859, 2_4860, 2_4861, 2_75984, 2_75985, 2_75986, 2_75987	3_14274, 3_18380, 3_18382, 3_18383, 3_22538, 3_22539	4_13780, 4_13781, 4_13782, 4_8466, 4_8467, 4_8468, 4_8469	5_5413, 5_8383
0_6025, 0_6026	1_10059, 1_10693, 1_12116, 1_13734, 1_7014	2_41209, 2_41210, 2_41211, 2_41212, 2_5331, 2_5332, 2_5333, 2_5334, 2_76453, 2_76454, 2_76455, 2_76456	3_14547, 3_14548, 3_14549, 3_22935, 3_22936	4_14198, 4_14199, 4_8863, 4_8864, 4_8865, 4_8866	5_6019, 5_6020, 5_6022, 5_9713, 5_9714
0_8472, 0_8474	1_3682, 1_3880	2_43318, 2_43319, 2_43320, 2_43321, 2_43323, 2_7440, 2_7441, 2_7443, 2_78543, 2_78544, 2_78545, 2_78547	3_16263, 3_16264, 3_16265, 3_16267, 3_24631, 3_24632	4_10861, 4_10862, 4_10863, 4_10866, 4_16162, 4_16163, 4_16164, 4_16165, 4_16167	5_9080, 5_9082, 5_9083, 5_9084
0_8680, 0_8681, 0_8682	1_13048, 1_14326	2_43503, 2_43504, 2_43505, 2_43506, 2_43507, 2_7518, 2_7519, 2_7520, 2_7521, 2_78739, 2_78740, 2_78741	3_16403, 3_20586, 3_20588, 3_24762, 3_24763, 3_24764, 3_24765	4_11042, 4_11043, 4_11044, 4_11045, 4_11048, 4_16343, 4_16344, 4_16345	5_9186, 5_9933, 5_9934
0_16125, 0_16126, 0_16127, 0_16128	1_15002, 1_16865, 1_17398, 1_18141, 1_18313	2_14294, 2_14295, 2_50655, 2_50656, 2_50657, 2_50658, 2_50659, 2_50660, 2_85456, 2_85457, 2_85458, 2_85459, 2_85460	3_100483, 3_38168, 3_38169	4_22631, 4_22632, 4_22633, 4_22634, 4_28147, 4_28148, 4_28149, 4_28150, 4_28151, 4_28152	
0_23827, 0_23828, 0_23829	1_11600, 1_13865, 1_2793, 1_3234	2_21876, 2_21877, 2_21878, 2_57563, 2_57564, 2_57565, 2_91760, 2_91932, 2_91933, 2_91935, 2_91936	3_62856, 3_62857, 3_70740, 3_70741, 3_74962	4_38938, 4_38939, 4_38940, 4_43628, 4_43629, 4_43633, 4_43634, 4_43635	5_22975, 5_23529, 5_23530, 5_23531
0_24093, 0_24094, 0_24096	1_1507, 1_2341, 1_2473, 1_3038	2_22059, 2_22060, 2_22061, 2_57818, 2_57819, 2_57821, 2_57822, 2_92192, 2_92193, 2_92194, 2_92195	3_63030, 3_63031, 3_63036, 3_70920, 3_70921, 3_70924, 3_70925	4_39147, 4_39148, 4_39149, 4_43870, 4_43871, 4_43873, 4_43874	5_23815, 5_23816, 5_23818
0_25136, 0_25137	1_1955, 1_1992, 1_2586, 1_2950	2_23085, 2_23086, 2_23087, 2_23088, 2_23089, 2_23090, 2_58796, 2_58797, 2_58798, 2_58799, 2_58800, 2_58801, 2_58802, 2_93175, 2_93176, 2_93177, 2_93178, 2_93179, 2_93180	3_75898	4_39837, 4_39838, 4_39839, 4_39840, 4_44796, 4_44797, 4_44798	5_24573, 5_24574
0_25461, 0_25462, 0_25463		2_23395, 2_23396, 2_23397, 2_59116, 2_59117, 2_59118, 2_59119, 2_59120, 2_93476, 2_93477, 2_93478, 2_93479, 2_93480, 2_93481	3_63901, 3_63903, 3_63904, 3_63905, 3_63906, 3_71872, 3_71873, 3_71874, 3_71875, 3_71876	4_40091, 4_45046, 4_45047, 4_45048, 4_45049	5_22983, 5_22984, 5_22985
0_2399, 0_2400, 0_2401, 0_2402	1_26837, 1_27554, 1_31693	2_2050, 2_2051, 2_2052, 2_2053, 2_2054, 2_37536, 2_37537, 2_73097, 2_73098, 2_73100, 2_73101	3_1605, 3_4801, 3_4802, 3_4803, 3_4804	4_1850, 4_1851, 4_1852, 4_1853, 4_1854, 4_5857, 4_5858	5_2590, 5_2592, 5_2772, 5_3410
0_3217, 0_3218, 0_3219, 0_3220, 0_3221, 0_3222	1_26640, 1_31514, 1_31629, 1_31829	2_2826, 2_2827, 2_2828, 2_2829, 2_2830, 2_38281, 2_73836, 2_73837, 2_73838, 2_73839, 2_73840, 2_73841, 2_73843	3_5396, 3_5397, 3_5399, 3_5400, 3_5401, 3_8988	4_2555, 4_2556, 4_2557, 4_6542	5_3509
0_28286, 0_28287, 0_28288, 0_28289, 0_28290, 0_28291	1_8470	2_26028, 2_26029, 2_26030, 2_26031, 2_5244, 2_62016, 2_62017, 2_62018, 2_72971, 2_96211, 2_96212, 2_96213, 2_96214, 2_96215, 2_96216	3_1510, 3_81069, 3_81070	4_47417, 4_47418, 4_47419, 4_47420, 4_47421	5_27328, 5_27329, 5_27331, 5_27332
0_5487, 0_5488, 0_6591, 0_6592, 0_6599	1_10452, 1_14575, 1_9129	2_41769, 2_41770, 2_41771, 2_5811, 2_5812, 2_5818, 2_76988, 2_76989, 2_76995	3_14888, 3_18373, 3_19099, 3_27058, 3_27929, 3_27930, 3_80232	4_13472, 4_14711, 4_14712, 4_9316, 4_9317, 4_9318, 4_9323	5_5600, 5_5601, 5_5602
0_9698, 0_9699, 0_9700, 0_9701	1_28617, 1_4002	2_44462, 2_44463, 2_44465, 2_79665, 2_79666, 2_79667, 2_79668, 2_8566, 2_8567, 2_8568, 2_8569	3_17084, 3_17085, 3_21230, 3_21231, 3_25508, 3_30090, 3_30091	4_11891, 4_11892, 4_11893, 4_11894, 4_17214, 4_17215, 4_17216, 4_17217	5_10287, 5_10288
0_12540, 0_12541, 0_12542	1_28773, 1_29435	2_11112, 2_47313, 2_47314, 2_47315, 2_47317, 2_47318, 2_82320, 2_82321, 2_82322, 2_82323, 2_82324, 2_82325	3_35737, 3_35738, 3_44105, 3_44107, 3_44108	4_19606, 4_24836, 4_24837, 4_24838, 4_24839, 4_24841	5_15334, 5_15335, 5_15336, 5_15337, 5_15338, 5_15339
0_15637, 0_15638		2_13866, 2_13867, 2_13868, 2_13869, 2_50185, 2_50186, 2_50187, 2_50188, 2_50189, 2_50190, 2_50191, 2_50192, 2_85005, 2_85006, 2_85007, 2_85008, 2_85009, 2_85010	3_46382	4_22245, 4_22246, 4_22247, 4_22248, 4_27634, 4_27635, 4_27637, 4_27638, 4_27639	5_15795, 5_15796, 5_15797, 5_15798
0_17279, 0_17280, 0_17282	1_17773, 1_27173, 1_27647	2_15170, 2_15174, 2_15175, 2_51808, 2_51809, 2_51810, 2_51811, 2_51812, 2_86458, 2_86459, 2_86460, 2_86461	3_35018, 3_35020, 3_35021, 3_43154, 3_47545, 3_47546, 3_47547	4_23487, 4_23491, 4_23492, 4_29260, 4_29261, 4_29262	5_15892, 5_15893, 5_15894
0_19885, 0_19886, 0_19887	1_32173, 1_32299, 1_32692, 1_32708	2_16384, 2_16385, 2_16386, 2_16389, 2_54014, 2_54017, 2_54018, 2_88608, 2_88612, 2_88613, 2_88614	3_52021, 3_52022, 3_52024, 3_56722, 3_56724	4_30471, 4_30472, 4_30473, 4_30476, 4_35739, 4_35740, 4_35743	5_18731, 5_18736, 5_18737, 5_21110
0_24789, 0_27525	1_12787, 1_4468, 1_6643, 1_7206	2_18630, 2_18631, 2_18632, 2_18633, 2_22769, 2_58470, 2_61150, 2_61151, 2_61152, 2_61153, 2_92858, 2_95440, 2_95441, 2_95442, 2_95443	3_50218, 3_50219, 3_62404, 3_71432	4_39562, 4_44483, 4_46837, 4_46838, 4_46839	5_17496, 5_17497, 5_17498, 5_17499
0_27402, 0_27404, 0_27405	1_3871, 1_6920	2_18784, 2_18785, 2_18787, 2_18788, 2_61019, 2_61020, 2_95318, 2_95319, 2_95320, 2_95321	3_50279, 3_50280, 3_50281, 3_50283, 3_77356, 3_77357, 3_77358	4_32733, 4_32734, 4_32735, 4_32736, 4_32737, 4_46714, 4_46715, 4_46716	5_17655, 5_17656, 5_17657, 5_17658
0_27298, 0_27299, 0_27301, 0_27302	1_12718, 1_13067, 1_5711, 1_7969	2_18881, 2_18882, 2_18883, 2_18884, 2_60915, 2_60916, 2_60917, 2_60918, 2_60919, 2_95226, 2_95227, 2_95228, 2_95229, 2_95230, 2_95231, 2_95232	3_54060, 3_54061, 3_54062, 3_54063, 3_77274	4_32814, 4_32815, 4_46632, 4_46633, 4_46634	
0_33334, 0_33336, 0_33342	1_20311, 1_22922, 1_23410, 1_23681, 1_3923	2_100409, 2_19457, 2_19458, 2_19459, 2_19460, 2_19461, 2_30467, 2_30469, 2_30470	3_50789, 3_50791, 3_54451, 3_54452, 3_95542, 3_95544, 3_95545	4_33301, 4_33302, 4_33303, 4_33304, 4_33305	5_32225, 5_32226, 5_32227, 5_32228, 5_35919
0_22048, 0_22049, 0_22053		2_20313, 2_20314, 2_20316, 2_56004, 2_56005, 2_56006, 2_56007, 2_56021, 2_56022, 2_56233, 2_90367, 2_90368, 2_90370, 2_90386	3_61475, 3_61476, 3_61494, 3_69353, 3_69359, 3_69360, 3_73705	4_37481, 4_37483, 4_37485, 4_42177, 4_42178, 4_42191, 4_42362	5_21353, 5_21428, 5_21429
0_24621, 0_24622, 0_24623	1_1770, 1_6267, 1_6904, 1_8240, 1_8361	2_22620, 2_22621, 2_22622, 2_58310, 2_58311, 2_58312, 2_58313, 2_92701, 2_92702, 2_92703	3_67337, 3_67338, 3_67339, 3_75529, 3_75532	4_39437, 4_39438, 4_39439, 4_44341, 4_44342, 4_44343, 4_44344, 4_44345	5_24082, 5_24083, 5_25896
0_24840, 0_24841, 0_24842, 0_24844, 0_24845		2_22817, 2_22818, 2_22819, 2_22820, 2_22821, 2_58527, 2_58531, 2_58532, 2_58533, 2_58534, 2_92908, 2_92909, 2_92910, 2_92911	3_75693	4_39608, 4_39609, 4_39610, 4_39611, 4_44537, 4_44542, 4_44543, 4_44544, 4_44545, 4_44546, 4_44548	5_22018, 5_22019, 5_24539
