0_20235	1_27943	2_9994	3_24008	4_19866, 4_19867
0_20423	1_28813	2_7156, 2_8888	3_24136	4_20021
0_20448	1_28079	2_7616	3_24379	4_20046, 4_20047
	1_27819, 1_28376	2_9700, 2_9829		4_20476, 4_20477
0_21106	1_28258	2_7402	3_25301, 3_25753	4_20624
0_21108, 0_21109	1_27715	2_8944	3_25282	4_20627
0_21579	1_29351	2_8436	3_23538	4_21093, 4_21094
0_21743	1_28661	2_9168	3_24332	4_21268, 4_21269
0_24597	1_22727, 1_24028	2_34876	3_21694	4_21334
0_24770	1_22795, 1_23168	2_36801	3_22822	4_21439
	1_22859	2_34542, 2_35775		4_21586, 4_21587, 4_21588
0_24984	1_24097	2_35275	3_22812, 3_23527	4_21866
0_22535	1_22264, 1_24493		3_22219, 3_22743	4_22088
0_22686	1_23465	2_36602	3_22171	4_22166, 4_22167
0_22687	1_22150	2_36649	3_21833	4_22164, 4_22165
	1_22574, 1_23568	2_35170, 2_37077	3_21416, 3_21920	
0_22788	1_23201	2_35599	3_22828, 3_23137	4_22293
0_22815	1_23476	2_35162	3_21511, 3_22820	4_22318
0_22821	1_22810, 1_23075	2_34545	3_21041	4_22322
0_22895	1_24319	2_36899	3_21820	4_22384, 4_22385
0_22991, 0_22992	1_22443, 1_24226			4_22463, 4_22464
0_23023	1_22310, 1_23489	2_36487	3_23502	4_22491
0_23069	1_23174	2_36573	3_22165, 3_22436	4_22532
0_23170	1_24240	2_34834, 2_35598	3_23516	4_22621
0_23315	1_22765	2_35612, 2_37172	3_22033	4_22785
0_23486	1_23569	2_36756, 2_36880		4_22916, 4_22917
0_23495	1_23679	2_36568	3_22576	4_22926, 4_22927
	1_22255	2_35602, 2_37152	3_22113, 3_22141	4_23158
	1_24510	2_35228, 2_35878	3_21480	4_23297, 4_23298
0_24029, 0_24030	1_23854	2_36733	3_21638	4_25296
0_24152, 0_24154	1_22891	2_35220, 2_35478, 2_36429		
0_24205	1_23629	2_37150	3_21931	4_23642, 4_23643
0_24212	1_23929	2_35816	3_21045	4_23650, 4_23651
0_24519, 0_24520	1_23475	2_34705, 2_36659	3_21389	
0_27493	1_6643	2_24665, 2_25410	3_20941	4_26734
0_27358	1_6174	2_26596	3_20764	4_26602, 4_26603
0_27335	1_7172	2_25426, 2_25766	3_20088	4_26578
0_27094	1_5487, 1_6368		3_21006, 3_21024	4_26325
0_27040	1_5264, 1_5450	2_24608	3_19886	4_26265
0_26978, 0_26979	1_5969	2_25074	3_19137	4_26209
0_26932, 0_26933	1_5599, 1_6145	2_26207	3_18708	
0_26919	1_5200	2_24131	3_19664	4_26136, 4_26137
0_26886	1_5667	2_24078	3_18963, 3_20261	4_26098
0_26680	1_5490	2_24870, 2_26003	3_19455	4_25938
	1_5243, 1_5727	2_23975, 2_26721	3_19274, 3_20004	
0_25255	1_7015	2_24776	3_20985	4_25185, 4_25186
0_25705	1_6957	2_26531	3_18904, 3_20419	4_25415
0_25955	1_6967	2_24312	3_19277, 3_19346	4_25590
0_27596	1_7154	2_26382	3_19905	4_24814, 4_24815
0_25564	1_6065	2_24272, 2_24315	3_18892	4_24700
0_25557	1_5404	2_26646	3_19491	4_24692, 4_24693
0_25318	1_5303, 1_5746	2_24158	3_20592	4_24614
0_25127	1_5167	2_24596	3_20044	4_24514, 4_24515
0_28069, 0_28070	1_7248	2_25340, 2_26297	3_19334	
0_28039	1_5760	2_25331	3_19378, 3_19774	4_24494
	1_5565, 1_6830		3_20237, 3_20668	4_24418, 4_24419
0_26505	1_5973	2_25713, 2_26146	3_18953	4_24253
0_26495	1_5298	2_24056	3_19606	4_24242, 4_24243
0_25093	1_6290	2_24026	3_20009, 3_20921	4_24030
0_31223	1_2321	2_10516	3_5675	4_26884, 4_26885
0_31161	1_2147	2_12400	3_5947	4_26956, 4_26957
0_31047	1_25, 1_3280	2_13712	3_5430	4_27075
0_30847	1_1181	2_12300	3_3804	4_27260, 4_27261
0_30828	1_1966	2_12417	3_4870, 3_5261	4_27278
0_30811	1_2107	2_12032	3_6210	4_27296, 4_27297
0_30665	1_3155	2_11658	3_4260	4_27446, 4_27447
0_30627	1_648	2_11193	3_6899	4_27480, 4_27481
0_30603	1_2087	2_11490	3_5272	4_27506, 4_27507
0_30406	1_2932	2_13319	3_5839	4_27713, 4_27714
0_29867	1_726	2_13015	3_5515, 3_6227	4_28321
0_29682, 0_29683	1_2693	2_11104	3_4364	4_28503
0_29620	1_1883	2_10091	3_6384	4_28555, 4_28556
0_29403	1_579	2_11403	3_4814, 3_5859	4_28721
0_29277	1_350	2_11620	3_4336, 3_5821	4_28837
	1_2380	2_11397, 2_12399	3_3772, 3_7023	4_28851
0_28990	1_1412	2_11621	3_5590	4_29047, 4_29048
0_28712	1_2796	2_11468, 2_11892	3_4532	4_29265
0_28792	1_1785	2_10318	3_5501	4_29192, 4_29193
0_28880	1_1539	2_11042	3_5297	4_29125, 4_29126
0_28922	1_1968	2_10491	3_4506	4_29096, 4_29097
0_28951	1_2686	2_12116	3_3747	4_29069, 4_29070
	1_2721	2_10605, 2_13728	3_5723	4_29065, 4_29066
0_31996	1_212	2_10116, 2_11451	3_3961	4_29499
0_31956	1_1292, 1_2231	2_13845	3_4194, 3_5562	
0_31888, 0_31889	1_2299			4_29559, 4_29640, 4_29641
0_31708	1_512	2_10456	3_4468, 3_5861	4_29714
0_31697	1_1267	2_10224, 2_12440	3_4512, 3_6420	
0_31616	1_1693	2_13645	3_6170	4_29769, 4_29770
0_31375, 0_31376	1_310	2_11730	3_5609	4_29992
0_28358	1_193	2_13362	3_4882	4_30397, 4_30398
	1_1390, 1_1757, 1_2357, 1_2859, 1_3210, 1_817			
0_28187, 0_28188	1_1643, 1_1928	2_13770	3_6557	
0_28186	1_59	2_12905, 2_12977	3_3798	4_30712
0_34311	1_32120	2_27335, 2_29458	3_11508	4_32456
0_34239	1_31239, 1_32089	2_27679	3_10043	4_32523
0_37908	1_29839, 1_30617		3_10170, 3_10391	4_32549
	1_30991	2_27515, 2_28559	3_12274, 3_9812	4_32560
	1_31170	2_28124	3_10501	4_32591, 4_32592, 4_32593
0_34187, 0_34188	1_32084	2_28061	3_12349	4_32697
0_33980	1_30612, 1_30937	2_29210	3_12062	4_32942
0_33360	1_30701	2_29570	3_10914, 3_11963	4_33248
0_33238	1_29537	2_26926, 2_27697	3_11087, 3_11383	
0_33029	1_29955, 1_30810	2_28239	3_11985	4_33655
	1_29575, 1_30970		3_10962, 3_11370	4_33615, 4_33616
0_32922	1_30826	2_29170	3_10265	4_33549, 4_33550
0_32901	1_30485	2_29727	3_12020	4_33522, 4_33523
0_32876, 0_32877	1_31933	2_29490	3_10538	4_33506
0_32823	1_31854	2_27549, 2_28138	3_11474	4_33457
0_35116	1_31779	2_27743	3_10035, 3_9991	4_32345
0_34983	1_31801	2_29722	3_10132	4_32295, 4_32296
0_34862, 0_34863	1_32100	2_28308	3_10664	4_32200
0_34851	1_29539, 1_30950	2_27514	3_10784	4_32191
0_34747	1_29758	2_28615	3_12122	4_32105, 4_32106
0_34741	1_32270	2_29387	3_11525, 3_11589	4_32099
0_30913	1_30098	2_12246, 2_12744	3_6538, 3_6700	
0_34529	1_29871	2_27049, 2_28071	3_10614, 3_11061	
0_33726	1_31512	2_28477	3_9615	4_31698, 4_31699
0_33678	1_30749	2_26850, 2_27969	3_10537	4_31637
0_33466	1_30730, 1_32224	2_28492	3_10695	4_31398
0_32689	1_31617	2_27699	3_10999, 3_11068	4_31337
0_32656	1_29943	2_28680	3_10345, 3_9688	4_31295
0_32580	1_29858	2_29393	3_11952	4_31222, 4_31223
0_32427	1_30481	2_28995, 2_29559	3_10117	4_31039
0_35668, 0_35671	1_26804	2_14858, 2_15036	3_30975	
0_35700	1_25410, 1_26854	2_14386	3_29167, 3_29670	
0_37446, 0_37447	1_25445	2_14976	3_29794	4_33948
0_37639	1_25369	2_15318	3_28765	4_34105, 4_34106
0_37835	1_26714	2_14892	3_29477, 3_30860	4_34241
0_35190	1_24667	2_15555	3_28774	4_34374, 4_34375
0_35732	1_26043	2_15046	3_29050	4_34597, 4_34598
0_35288	1_26559	2_14857	3_30482	4_34420, 4_34421
0_37776	1_25007	2_15287	3_30957	4_34721, 4_34722
0_35607	1_26800	2_14197, 2_14327	3_30357	4_34775
0_35627	1_25045, 1_26064	2_14428	3_29840	4_34793
0_35644	1_25455	2_15097	3_28996	4_34813, 4_34814
0_35840	1_26342	2_14264	3_30360, 3_30816	4_35113
0_35973	1_26635, 1_26734	2_14851	3_29950	4_35239
0_36170	1_26246, 1_26818	2_16524	3_29090	4_35408
0_36189	1_25395	2_15161	3_28998, 3_29033	4_35424
0_36227	1_26839	2_15427	3_29110	4_35469, 4_35470
0_36237	1_25873, 1_26490	2_15648	3_29974	4_35482
	1_25099, 1_26940	2_15717, 2_15759		4_35707, 4_35708
0_36525, 0_36526	1_25294	2_15481, 2_15659	3_30852	
0_36561	1_26256	2_13949, 2_15753	3_28966	4_35790
0_36955	1_26627	2_15902	3_28847	4_36200, 4_36201
0_37177	1_26483	2_14148, 2_16582	3_30029	4_36423
0_37208	1_24783	2_13957	3_29296	4_36452, 4_36453
0_37363	1_26502	2_15838	3_30251	4_36623, 4_36624
		2_18092, 2_18295, 2_18666	3_31776, 3_32279, 3_32489	
		2_17587, 2_17971	3_31181, 3_31642	4_755, 4_756
0_390		2_17888, 2_18647, 2_18891	3_31646, 3_31704	
		2_18827, 2_19060	3_31509, 3_32892	4_1484, 4_1485
0_7007		2_21772	3_7654	4_5276, 4_5277, 4_5278
0_7302, 0_7303		2_21688, 2_22855	3_8655	4_5550
			3_7305, 3_7740, 3_8244	4_6935, 4_6936, 4_6937
0_31322, 0_31323, 0_31324, 0_31325			3_3547	4_29385
0_10577		2_3479, 2_3916, 2_5769, 2_6940	3_15495	
0_10988, 0_10989		2_3347, 2_4115	3_17634, 3_18369	
0_2198, 0_2199		2_17102, 2_19064	3_16535, 3_16832	
0_16104, 0_16105		2_1701, 2_995	3_12625, 3_13613	
		2_404, 2_704	3_13352, 3_13787	4_12318, 4_12319
0_18565, 0_18566		2_30791, 2_31943	3_27514	4_17944
0_16525		2_31238, 2_32220	3_26778, 3_27735	4_17510
0_21873, 0_21874		2_9050, 2_9279	3_24911	4_19047
		2_9314, 2_9726	3_25190	4_19683, 4_19684, 4_19685
0_21165, 0_21166		2_8445, 2_9967	3_23563, 3_25837	
		2_34741, 2_35118	3_21750, 3_22845	4_21444, 4_21445
0_24734		2_34642, 2_37128	3_22126, 3_23298	4_21759
			3_19645	4_25555, 4_25556, 4_25557, 4_25558, 4_25559
0_25869, 0_25870, 0_25871		2_24809	3_18717	4_25552
0_25599		2_26466	3_20264	4_25311, 4_25312, 4_25313
0_27616, 0_27617		2_24443	3_20636	4_24834, 4_24879
0_25055		2_26412, 2_26416	3_20814	4_24062, 4_24063
0_30916, 0_30917		2_10898	3_4407	4_27187, 4_27188
0_30129, 0_30130		2_10775, 2_13262	3_4386, 3_4840	
		2_10787, 2_13478	3_4066, 3_4912	4_29659, 4_29660
			3_3854, 3_4748, 3_5427, 3_5432, 3_6179, 3_6954	
0_33427, 0_33428, 0_33429, 0_33430			3_10932	4_33100
		2_27164, 2_29285, 2_29486	3_11355	4_33164, 4_33165
		2_26976, 2_27914	3_10157, 3_10642	4_33788, 4_33789
0_32817		2_28545	3_10431, 3_30024	4_32438, 4_32439
0_32376, 0_32377		2_29088	3_11486	4_30996, 4_30997
0_35370, 0_35371		2_13966, 2_14600	3_29105, 3_30798	
0_35458, 0_35459		2_15463, 2_15636	3_30099	4_34509
0_37157		2_15209, 2_15217	3_28858, 3_29951, 3_30755	
0_37265		2_13896, 2_14540	3_28714, 3_29337	4_36519
0_315, 0_316		2_17201, 2_19000		4_327, 4_329
0_822, 0_823		2_17456, 2_18318		4_443, 4_444
0_388, 0_389		2_17307		4_1051, 4_1052, 4_1053
0_1858, 0_1859		2_19685, 2_20456		4_4727, 4_4728
0_2008, 0_2009		2_20518, 2_20599		4_4944, 4_4945
0_7235, 0_7236, 0_7237, 0_7238				4_5496, 4_5497
0_7940, 0_7941		2_33119, 2_34462		4_3079, 4_3080
0_8464, 0_8465		2_32828, 2_33326		4_14446, 4_14447
0_8684, 0_8685		2_32779, 2_32981, 2_33033, 2_33457		
0_19474, 0_19475		2_7664, 2_9029		4_18778, 4_18779
0_21038		2_9319		4_20529, 4_20530, 4_20531, 4_20532
0_21248, 0_21249		2_9947		4_20770, 4_20771, 4_20772
0_21381, 0_21382		2_9140, 2_9273		4_20898, 4_20899
0_22800, 0_22801		2_34559, 2_36909		4_22304, 4_22305
0_24187, 0_24188		2_36824, 2_37027		4_23622, 4_23623
0_25025, 0_25026, 0_25027		2_24435, 2_26150, 2_26370		
0_25695, 0_25879		2_25919, 2_26203		4_24712, 4_24713
0_30561, 0_30562		2_10691, 2_12343		4_27556, 4_27557
0_37670		2_15420, 2_15903, 2_16031		4_34654, 4_34655
0_36305		2_15219		4_35526, 4_35527, 4_35528, 4_35529
0_36537		2_14409, 2_14686, 2_16195, 2_16198		4_35759
		2_22027, 2_22179, 2_22267, 2_23337		4_5224, 4_5225
		2_14656, 2_14869, 2_16278		4_36557, 4_36558, 4_36559
				4_24376, 4_24377, 4_24378, 4_24379, 4_24380, 4_24381
0_6	1_20370	2_17389	3_31153	4_2
0_8	1_20332	2_16928	3_31399	4_4
0_9	1_22119	2_16825	3_31244	4_6
0_16	1_20025	2_17513	3_33315	4_11
0_18	1_20875	2_18213	3_33044	4_14
0_21	1_21981	2_17940	3_32633	4_18
0_25	1_21145	2_17698	3_33049	4_21
0_26	1_20655	2_17442	3_32695	4_22
0_27	1_20687	2_19104	3_33305	4_23
0_31	1_20985	2_18493	3_31991	4_27
0_40	1_20585	2_16674	3_32891	4_43
0_50	1_20386	2_18778	3_32135	4_51
0_58	1_21386	2_18732	3_33004	4_60
0_63	1_21193	2_18728	3_31965	4_67
0_65	1_20760	2_18390	3_32157	4_69
0_70	1_19911	2_18643	3_31463	4_70
0_73	1_20219	2_18508	3_32402	4_74
0_78	1_21328	2_17386	3_32840	4_79
0_81	1_21244	2_18886	3_32298	4_83
0_84	1_20089	2_19162	3_31977	4_86
0_85	1_21217	2_17232	3_33006	4_87
0_86	1_22104	2_18272	3_32196	4_88
0_90	1_21025	2_17697	3_33279	4_93
0_93	1_20677	2_18713	3_32602	4_95
0_94	1_20754	2_19117	3_32480	4_97
	1_21685, 1_21927	2_17613	3_31459, 3_32605	
0_120	1_19884	2_19032	3_33003	4_138
0_121	1_21967	2_16819	3_32011	4_139
0_122	1_20936	2_18443	3_31838	4_140
0_123	1_21236	2_18040	3_32367	4_141
0_124	1_21939	2_17030	3_32014	4_142
0_125	1_20517	2_18752	3_31602	4_143
0_126	1_20255	2_17000	3_31831	4_144
0_138	1_20954	2_18884	3_31877	4_154
0_137	1_20621	2_19230	3_31206	4_153
0_156	1_21311	2_18782	3_31924	4_168
0_157	1_21302	2_17890	3_32064	4_169
0_158	1_20940	2_17738	3_33058	4_170
0_160	1_21412	2_17033	3_32015	4_172
0_161	1_21974	2_18111	3_32984	4_173
0_165	1_21048	2_17767	3_32366	4_176
0_167	1_20668	2_16777	3_31489	4_178
0_168	1_20104	2_18132	3_32745	4_180
0_176	1_20312	2_16994	3_31975	4_193
0_177	1_20243	2_16695	3_31633	4_194
0_178	1_20814	2_19203	3_31766	4_195
	1_19934, 1_20673	2_18012	3_32927	4_196
0_131	1_20065	2_17926	3_32603	4_149
0_132	1_21992	2_17425	3_31236	4_150
0_184	1_21680	2_17383	3_31832	4_197
0_185	1_19997	2_16790	3_31389	4_198
0_187	1_20582	2_16811	3_33268	4_201
0_189	1_20612	2_18796	3_32137	4_202
0_193	1_21176	2_18090	3_31934	4_206
0_194	1_20822	2_18415	3_31424	4_207
0_195	1_20407	2_17350	3_32770	4_208
0_198	1_21720	2_19058	3_31697	4_211
0_206	1_20798	2_17453	3_31205	4_222
0_207	1_20214	2_17625	3_31422	4_223
0_208	1_20939	2_19071	3_33310	4_224
0_209	1_20429	2_18813	3_32835	4_225
0_214	1_21225	2_18074	3_31493	4_230
0_215	1_20751	2_17203	3_32214	4_231
0_218	1_20519	2_17162	3_32989	4_235
0_219	1_21549	2_19278	3_33280	4_236
0_220	1_21601	2_16915	3_32642	4_237
0_221	1_21488	2_17291	3_31352	4_238
0_226	1_21564	2_18994	3_32779	4_241
0_228	1_20783	2_19232	3_33106	4_243
0_230	1_22094	2_17901	3_33169	4_245
0_231	1_21794	2_18726	3_32036	4_246
0_232	1_21958	2_16636	3_31731	4_247
0_233	1_20710	2_17016	3_32414	4_248
0_238	1_20171	2_16964	3_32156	4_252
0_239	1_20600	2_18431	3_32109	4_253
0_240	1_20145	2_17761	3_31915	4_254
0_242	1_21366	2_16813	3_31707	4_256
0_243	1_21055	2_18511	3_31234	4_257
0_244	1_20750	2_18527	3_31583	4_258
0_246	1_20840	2_18034	3_31984	4_261
0_251	1_21623	2_17235	3_32167	4_264
0_252	1_20537	2_18921	3_32982	4_265
0_253	1_21982	2_18932	3_32793	4_266
0_256	1_20695	2_18946	3_32553	4_267
0_257	1_21797	2_16647	3_32672	4_268
0_261	1_19920	2_16929	3_32903	4_272
0_264	1_21678	2_17592	3_32997	4_275
0_266	1_20023	2_17558	3_31842	4_277
0_269	1_22102	2_16652	3_32592	4_282
0_330	1_21937	2_17505	3_31313	4_342
0_331	1_21979	2_16926	3_33257	4_343
0_336	1_21671	2_17550	3_31983	4_344
0_337	1_21209	2_19017	3_31302	4_345
0_357	1_20846	2_19106	3_32881	4_364
0_359	1_20914	2_19285	3_32809	4_366
0_361	1_19908	2_17228	3_32619	4_368
0_730	1_21140	2_18371	3_31825	4_369
0_739	1_20250	2_19215	3_33222	4_378
0_740	1_20757	2_17639	3_32628	4_379
0_742	1_20694	2_18275	3_31523	4_381
0_754	1_20305	2_18014	3_32655	4_392
0_759	1_21167	2_17960	3_32556	4_396
0_760	1_20870	2_16754	3_31232	4_397
0_761	1_22017	2_17173	3_32401	4_398
0_771	1_20862	2_18950	3_32169	4_409
0_789	1_19989	2_19223	3_33124	4_416
0_791	1_20491	2_17966	3_33283	4_417
0_792	1_20287	2_17387	3_31570	4_418
0_815	1_21425	2_16631	3_32851	4_436
0_816	1_22111	2_18191	3_31340	4_437
0_819	1_20598	2_17683	3_32500	4_441
0_824	1_21097	2_17575	3_31329	4_445
0_840	1_21911	2_16830	3_31661	4_464
0_842	1_21785	2_17742	3_32523	4_467
0_872	1_20605	2_19217	3_32836	4_502
0_880	1_21040	2_19211	3_31521	4_509
0_2158	1_21288	2_16896	3_31484	4_514
0_2162	1_21243	2_17177	3_31141	4_521
0_2171	1_21402	2_19003	3_32150	4_527
0_2174	1_20077	2_16818	3_31606	4_528
0_2175	1_21987	2_19157	3_15362	4_529
0_2176	1_21331	2_18854	3_18387	4_530
0_2183	1_20857	2_17822	3_14889	4_537
0_2184	1_20882	2_18830	3_18045	4_539
0_2185	1_19994	2_17956	3_17304	4_540
0_2217	1_21579	2_18259	3_31322	4_590
	1_21457, 1_21715		3_33175, 3_33197	4_592
0_2222	1_20847	2_17083	3_33145	4_593
0_2223	1_21011	2_18579	3_31794	4_596
0_2224	1_21395	2_17205	3_31222	4_597
0_2232	1_21914	2_18421	3_33178	4_607
0_2233	1_20374	2_18137	3_31445	4_608
0_2239	1_21432	2_17213	3_33091	4_614
0_2241	1_20377	2_18194	3_31319	4_616
0_2242	1_20782	2_17270	3_32023	4_617
0_2243	1_21250	2_18865	3_31814	4_618
0_2246	1_21524	2_18237	3_32344	4_620
0_2247	1_20099	2_19069	3_33259	4_622
0_2252	1_21587	2_17973	3_31584	4_631
0_2256	1_19845	2_18590	3_31540	4_632
0_2257	1_21002	2_17754	3_33292	4_633
0_2258	1_20012	2_18466	3_31372	4_635
0_2259	1_21370	2_17628	3_32475	4_637
0_2261	1_21382	2_18091	3_32744	4_640
0_2263	1_21698	2_18988	3_31746	4_641
0_2264	1_20711	2_18406	3_32843	4_642
0_2266	1_20126	2_18203	3_31688	4_647
0_2267	1_21191	2_19097	3_31464	4_648
0_2268	1_19904	2_17324	3_31397	4_649
0_2271	1_21231	2_18199	3_32654	4_651
0_2273	1_20493	2_18936	3_32855	4_654
0_2275	1_20806	2_16710	3_32959	4_656
0_2276	1_21807	2_17659	3_32692	4_657
0_2277	1_21500	2_17049	3_32063	4_658
0_2278	1_19885	2_17108	3_33313	4_659
0_2279	1_21015	2_18722	3_32705	4_660
0_2280	1_20858	2_16752	3_32213	4_661
0_2282	1_21433	2_17071	3_32513	4_664
0_2289	1_21907	2_17112	3_32738	4_671
0_2292	1_21643	2_17729	3_32724	4_674
0_2293	1_22099	2_16810	3_32462	4_675
0_2294	1_21371	2_17073	3_31981	4_676
0_2295	1_19937	2_19089	3_31295	4_677
0_2296	1_21738	2_18717	3_32325	4_678
0_2298	1_20060	2_17241	3_32424	4_680
0_2317	1_20719	2_17151	3_31565	4_690
0_2318	1_21651	2_17422	3_31447	4_691
0_2319	1_20229	2_17095	3_32235	4_692
0_2320	1_22055	2_18383	3_31860	4_693
0_2326	1_20706	2_17967	3_32837	4_700
0_2329	1_21087	2_17158	3_32749	4_703
0_2330	1_20137	2_17907	3_33205	4_704
0_2331	1_20664	2_18668	3_33162	4_705
0_2402	1_20503	2_16744	3_32921	4_713
0_2403	1_20852	2_17011	3_32460	4_714
0_2406	1_21839	2_17584	3_32406	4_717
0_2409	1_20298	2_18474	3_31246	4_721
0_2411	1_20525	2_18876	3_31354	4_724
0_2430	1_22079	2_19286	3_31323	4_732
0_2431	1_20830	2_18189	3_31682	4_733
0_2432	1_22103	2_18441	3_33289	4_734
0_2433	1_20186	2_17145	3_33027	4_735
0_2438	1_21704	2_16767	3_32245	4_741
0_2439	1_20551	2_18289	3_33141	4_742
0_2447	1_21186	2_17925	3_31892	4_746
0_2448	1_21756	2_17303	3_31689	4_747
0_2449	1_20813	2_19176	3_32339	4_748
0_2450	1_21091	2_17275	3_32190	4_750
0_2452	1_21900	2_16841	3_31263	4_752
0_2471	1_21854	2_16872	3_33324	4_784
0_2473	1_20330	2_17385	3_32392	4_786
0_2474	1_21876	2_19014	3_31192	4_787
0_2479	1_21114	2_16776	3_32071	4_790
0_2480	1_19881	2_17152	3_31441	4_791
0_2483	1_20251	2_18078	3_32147	4_792
0_2490	1_20855	2_16737	3_32066	4_801
0_2494	1_20572	2_16661	3_33024	4_803
0_2496	1_21913	2_17908	3_31135	4_804
0_2501	1_21936	2_17439	3_31809	4_808
0_2503	1_20447	2_17012	3_32108	4_810
0_2509	1_21551	2_17438	3_32939	4_816
0_2510	1_19867	2_17121	3_32868	4_817
0_2514	1_20062	2_16663	3_32727	4_820
0_2517	1_21901	2_18797	3_32857	4_822
0_2520	1_20721	2_17115	3_32621	4_825
0_2525	1_20926	2_17556	3_31696	4_829
0_2526	1_20859	2_19237	3_33048	4_830
0_2537	1_21723	2_18654	3_32330	4_847
0_2538	1_20817	2_16999	3_33186	4_848
0_2540	1_20836	2_17739	3_33273	4_849
0_2548	1_20349	2_19067	3_32199	4_859
0_2550	1_21265	2_17528	3_32136	4_861
0_2554	1_22073	2_19258	3_31539	4_862
0_2557	1_21791	2_17210	3_33264	4_865
0_2558	1_21089	2_17804	3_33009	4_866
0_2560	1_21865	2_16713	3_31905	4_868
0_2564	1_21521	2_18741	3_32627	4_871
0_2566	1_21883	2_18843	3_31239	4_875
0_2571	1_21375	2_16993	3_31187	4_879
0_2572	1_21147	2_18261	3_32671	4_880
0_2573	1_20931	2_18944	3_33244	4_881
0_2574	1_21419	2_19247	3_32240	4_882
0_2576	1_20869	2_18615	3_32763	4_883
0_2577	1_22121	2_18509	3_32895	4_884
0_2580	1_20427	2_18104	3_32818	4_887
0_2581	1_20785	2_16961	3_31659	4_889
0_2582	1_21593	2_17230	3_31785	4_890
0_2591	1_20430	2_19093	3_32817	4_896
0_2593	1_22128	2_17467	3_31437	4_897
0_2598	1_21485	2_18572	3_31803	4_901
0_2599	1_21722	2_17644	3_31631	4_902
0_2601	1_20334	2_17864	3_33031	4_904
0_2602	1_19975	2_17775	3_31138	4_906
0_2608	1_21672	2_18236	3_32675	4_912
0_2609	1_20442	2_18823	3_32862	4_913
0_2610	1_20748	2_17146	3_32497	4_914
0_2611	1_21711	2_17045	3_32230	4_916
0_2616	1_21423	2_18519	3_31543	4_921
0_2620	1_21172	2_17285	3_31762	4_926
0_2629	1_20343	2_18670	3_31194	4_938
0_2630	1_21667	2_17014	3_31241	4_939
0_2633	1_20488	2_18446	3_31185	4_942
0_2634	1_20385	2_17156	3_31663	4_944
0_2635	1_19926	2_17912	3_32455	4_945
0_2636	1_20641	2_16770	3_32180	4_947
0_2638	1_21703	2_16783	3_32443	4_949
0_2639	1_21709	2_18182	3_32798	4_950
0_2640	1_20595	2_18989	3_32811	4_951
0_2641	1_20210	2_17911	3_33318	4_952
0_2642	1_21810	2_17668	3_32445	4_953
0_2661	1_20222	2_18919	3_32237	4_975
0_2663	1_20042	2_19238	3_32990	4_976
0_2664	1_20384	2_16934	3_32153	4_978
0_2665	1_21333	2_16745	3_31673	4_980
0_2666	1_19850	2_17419	3_31482	4_981
0_2673	1_19938	2_17488	3_33032	4_985
0_2676	1_21437	2_19177	3_32024	4_987
0_2685	1_20960	2_18790	3_31664	4_993
0_2686	1_21636	2_16716	3_31162	4_994
0_2688	1_21783	2_16751	3_31841	4_996
0_2689	1_21171	2_19210	3_32792	4_998
0_2692	1_20024	2_19054	3_32781	4_35436
0_2694	1_21182	2_18737	3_33297	4_1002
0_2695	1_20285	2_18305	3_32423	4_1003
0_2697	1_21461	2_17420	3_32479	4_1006
0_2700	1_21196	2_19263	3_33209	4_1010
0_2702	1_21591	2_18440	3_31374	4_1012
0_2704	1_20533	2_17335	3_31368	4_1013
0_2706	1_19827	2_18410	3_31311	4_1015
0_2711	1_21632	2_17003	3_31290	4_1020
0_2717	1_21478	2_17250	3_32093	4_1029
0_2729	1_20147	2_36767	3_30461	4_11888
0_2730	1_20635	2_18313	3_32220	4_1037
0_2732	1_19861	2_17341	3_32582	4_1040
0_2741	1_20315	2_18826	3_33110	4_1045
0_2742	1_21063	2_18528	3_31866	4_1046
0_2743	1_21406	2_18300	3_31717	4_1047
0_17733	1_20134	2_18160	3_33072	4_1048
0_17734	1_20054	2_18633	3_32987	4_1049
0_17735	1_20653	2_18786	3_31652	4_1050
0_439	1_20586	2_18677	3_32007	4_1056
0_8430	1_21335	2_17586	3_31122	4_1066
0_8431	1_21861	2_17244	3_32386	4_1068
0_8433	1_21765	2_18808	3_32967	4_1070
0_466	1_19887	2_17830	3_33083	4_1074
0_469	1_20853	2_16919	3_32593	4_1077
0_470	1_21351	2_18900	3_32580	4_1078
0_476	1_19829	2_17878	3_31581	4_1083
0_478	1_21792	2_18516	3_33039	4_1084
0_481	1_21675	2_17627	3_32653	4_1086
0_482	1_21235	2_17982	3_31327	4_1091
0_483	1_20603	2_17687	3_31165	4_1092
0_484	1_21779	2_18661	3_31488	4_1093
0_485	1_21568	2_18107	3_31941	4_1094
0_487	1_21394	2_16627	3_31551	4_1098
0_490	1_20471	2_17757	3_33327	4_1101
0_491	1_21853	2_19202	3_31517	4_1102
0_493	1_21421	2_19146	3_31887	4_1104
0_494	1_19899	2_18549	3_31388	4_1105
0_498	1_20245	2_17732	3_32287	4_1111
0_500	1_20972	2_18803	3_32607	4_1114
0_501	1_22093	2_18246	3_31480	4_1115
0_502	1_21120	2_17294	3_31692	4_1117
0_503	1_21181	2_17255	3_32021	4_1118
0_505	1_22064	2_16650	3_32468	4_1119
0_506	1_21428	2_16986	3_31827	4_1120
0_509	1_19819	2_16729	3_33060	4_1122
