0_31831	1_1768, 1_1876, 1_1932, 1_2314, 1_2567, 1_2613, 1_2738, 1_2933, 1_3038, 1_3166, 1_583, 1_848	2_11835, 2_12880, 2_13052, 2_13514, 2_13537	3_3902, 3_5164, 3_5295, 3_5981, 3_6533, 3_6942	4_29667, 4_29668, 4_29669, 4_29670, 4_29671, 4_29672, 4_29673, 4_29674
0_7029, 0_7030, 0_7031, 0_7032, 0_7033, 0_7034, 0_7035, 0_7036	1_3682, 1_3928, 1_4345, 1_4346, 1_4639, 1_4686, 1_5065, 1_5082	2_21343, 2_23076	3_7228, 3_7280, 3_7626, 3_8017, 3_8212, 3_8230, 3_8250, 3_8768, 3_8908, 3_9236	4_13531, 4_5309, 4_5310
0_11972, 0_11973, 0_11974, 0_11975, 0_11976, 0_11977, 0_11978, 0_11979, 0_11980	1_10228, 1_10242, 1_10600, 1_10908, 1_11166, 1_9738, 1_9820, 1_9871, 1_9920		3_14658, 3_15597, 3_16024, 3_16622, 3_16811, 3_17337, 3_17660	4_11783, 4_11784, 4_11785, 4_11786, 4_11787, 4_11788
0_24315, 0_24316, 0_24317, 0_24318, 0_24319, 0_24320, 0_24321	1_22250, 1_22794, 1_23049, 1_23295, 1_23843, 1_24259, 1_24369	2_35195, 2_35735, 2_36170, 2_36481, 2_36805, 2_37140	3_18850, 3_19125, 3_19565, 3_19755, 3_20766	4_23770, 4_23771, 4_23772, 4_23773, 4_23774, 4_23775
0_25321, 0_25322, 0_25323, 0_25324, 0_25325, 0_25326	1_5203, 1_5488, 1_5529, 1_5704, 1_5706, 1_6457, 1_7114	2_24074, 2_24650, 2_25039, 2_25314, 2_25531, 2_25532, 2_25964	3_19270, 3_19357, 3_19404, 3_20018	4_24617, 4_24618, 4_24619, 4_24620, 4_24621, 4_24622, 4_24623
0_2654, 0_2657, 0_2658, 0_2659, 0_2660	1_21137, 1_21268, 1_21983, 1_22051	2_17199, 2_17574, 2_18144, 2_18416, 2_18502, 2_18947	3_31985, 3_32477, 3_32758, 3_33046	4_961, 4_962, 4_963, 4_964, 4_965, 4_966, 4_967, 4_968, 4_969, 4_970, 4_971
0_11989, 0_11990	1_10258, 1_10484, 1_10734, 1_9766, 1_9794, 1_9902	2_7114	3_14914, 3_15140, 3_15491, 3_15517, 3_15712, 3_15922, 3_16655, 3_16847, 3_17122, 3_17273, 3_17362, 3_17464, 3_17645, 3_17995, 3_18155, 3_18168, 3_18248, 3_18266	4_11809, 4_11810, 4_11811
0_6990, 0_6991, 0_6992, 0_6993, 0_6994, 0_6995, 0_6996, 0_6997, 0_6998, 0_6999, 0_7000			3_7303, 3_7588, 3_7690, 3_7702, 3_7777, 3_8046, 3_8130, 3_8222, 3_8529, 3_8822, 3_8915, 3_8926, 3_9028, 3_9081, 3_9086, 3_9215, 3_9260, 3_9393, 3_9540	
0_4725, 0_4726, 0_4727, 0_4728, 0_4729, 0_4730, 0_4731	1_3388, 1_3606, 1_3900, 1_4952, 1_5024	2_21454, 2_21455, 2_21681, 2_21901, 2_21939, 2_22765, 2_23469, 2_23689	3_7446, 3_7677, 3_7689, 3_8886, 3_9279, 3_9399	4_5055, 4_5056, 4_5057
0_3213, 0_3214, 0_3215, 0_3220, 0_3221, 0_3222, 0_3223, 0_3226, 0_3227	1_3800, 1_3963, 1_4286, 1_4929	2_19321, 2_19455, 2_19551, 2_20418, 2_20500, 2_20798	3_2417, 3_2544, 3_2802, 3_2969, 3_3378	4_13923, 4_13924, 4_13925, 4_13926, 4_13927
0_1880, 0_1881, 0_1882, 0_1883, 0_1884, 0_1885	1_8220, 1_8260, 1_9677	2_19845, 2_19860, 2_19901, 2_20198, 2_20275, 2_20951	3_1984, 3_2150, 3_2224, 3_2403, 3_2430, 3_2657, 3_2747	4_4741, 4_4742, 4_4743, 4_4744, 4_4745, 4_4746, 4_4747
0_27522, 0_27523, 0_27524, 0_27525, 0_27526, 0_27527, 0_27528, 0_27529	1_5280, 1_5974, 1_6362, 1_6625, 1_6667, 1_6735, 1_6772, 1_6813	2_23985, 2_25679, 2_25794, 2_26082, 2_26496, 2_26569	3_18791, 3_19205, 3_19234, 3_19501, 3_19698, 3_20439, 3_20505	
0_3600, 0_3601, 0_3602, 0_3606, 0_3607, 0_3608	1_20028, 1_20127, 1_20670, 1_21135, 1_21219, 1_21938	2_17839, 2_18585, 2_18806, 2_35611	3_22998, 3_23078, 3_32515, 3_33181	4_1818, 4_1819, 4_1820, 4_1821, 4_1822, 4_1823, 4_1824, 4_1825
0_2455, 0_2456, 0_2457, 0_2458, 0_2459	1_19980, 1_19981, 1_20048, 1_20197, 1_20235, 1_21242, 1_21459, 1_21739, 1_21866	2_17096, 2_17159, 2_18175, 2_18281, 2_18735, 2_19233	3_31191, 3_31759, 3_32301, 3_32848	4_757, 4_758, 4_759
0_8580, 0_8581, 0_8582, 0_8583, 0_8584, 0_8585, 0_8586, 0_8587, 0_8588	1_12227, 1_13394, 1_13880, 1_13964, 1_15054, 1_15269		3_1419, 3_1784, 3_5, 3_646, 3_841, 3_899	4_14344, 4_14345, 4_14346, 4_14347, 4_14348, 4_14349
0_22528, 0_22529, 0_22530, 0_22531, 0_22532	1_15816, 1_22467, 1_22631, 1_23150, 1_24248	2_34760, 2_35300, 2_36005, 2_36052, 2_36135, 2_36413, 2_36624	3_21497, 3_21571, 3_21981, 3_22025, 3_22956, 3_23413	4_22110, 4_22111, 4_22113, 4_22114
0_27420, 0_27421, 0_27422, 0_27423, 0_27424, 0_27425	1_5180, 1_5288, 1_6492, 1_6561, 1_6720, 1_6846, 1_7364	2_24405, 2_24589, 2_25088, 2_25372, 2_25655	3_18889, 3_18987, 3_19021, 3_19777, 3_19794, 3_20167, 3_20751	4_26651, 4_26658
0_30730, 0_30731, 0_30732, 0_30733, 0_30734, 0_30735	1_1004, 1_1393, 1_669, 1_82	2_10106, 2_10782, 2_11203, 2_11641, 2_11778, 2_12020	3_3844, 3_5160, 3_5428, 3_5754, 3_7018	4_27372, 4_27374, 4_27375, 4_27376, 4_27377, 4_27378
0_13708, 0_13709, 0_13710, 0_13711, 0_13712, 0_13713	1_12658, 1_13126, 1_15074, 1_15257	2_2742, 2_3395, 2_4440, 2_4818, 2_4944, 2_7032	3_15060, 3_16631, 3_16795, 3_18096	4_9841, 4_9842, 4_9843, 4_9847, 4_9848, 4_9849
0_25282, 0_25283, 0_25290, 0_25295, 0_25296, 0_25297	1_5838, 1_6725, 1_7179, 1_7376	2_24201, 2_24837, 2_26069, 2_26120	3_18893, 3_19865, 3_19899, 3_20244	4_24587, 4_24588, 4_24589, 4_24590, 4_24591, 4_24592, 4_24595, 4_24596
0_26450, 0_26451, 0_26452, 0_26453, 0_26454, 0_26455	1_5501, 1_5724, 1_6216, 1_7018, 1_7487	2_24919, 2_25386, 2_26633, 2_26674, 2_26703, 2_26781	3_19044, 3_19235, 3_20191, 3_20972	4_24197, 4_24198, 4_24199, 4_24203, 4_24206
0_28802, 0_28807, 0_28808, 0_28809, 0_28810, 0_28811	1_1100, 1_1611, 1_2027, 1_2385, 1_795	2_10297, 2_11263, 2_11317, 2_11365, 2_11510, 2_12510	3_4790, 3_5357	4_29180, 4_29181, 4_29182, 4_29183, 4_29184, 4_29185, 4_29186
0_3372, 0_3373, 0_3374, 0_3376, 0_3377, 0_3378, 0_3379	1_20316, 1_20355, 1_20568	2_17662, 2_17787, 2_17996, 2_18676, 2_19130	3_31531, 3_32112, 3_33219	4_1649, 4_1650, 4_1651, 4_1652, 4_1653, 4_1654, 4_1655
0_3251, 0_3252, 0_3253, 0_3254, 0_3255, 0_3256	1_3364, 1_4307, 1_4490	2_19589, 2_19686, 2_19716, 2_20461, 2_20530, 2_20618, 2_20854, 2_20958	3_1957, 3_2425	4_13953, 4_13954, 4_13956, 4_13957, 4_13958, 4_13959
0_11323, 0_11329, 0_11330, 0_11331, 0_11332	1_10358, 1_10456, 1_10497	2_3920, 2_4615, 2_5210, 2_5414, 2_5440	3_16175, 3_16188, 3_16294, 3_17816	4_11323, 4_11324, 4_11325, 4_11326, 4_11328, 4_11329, 4_11330, 4_11331
0_7535, 0_7536, 0_7537, 0_7538, 0_7539, 0_7541, 0_7542, 0_7543	1_10369, 1_11104	2_32947, 2_33038, 2_33747, 2_34093, 2_34159, 2_34341, 2_34426	3_15, 3_452, 3_629	4_2778, 4_2779, 4_2780, 4_2782, 4_2784
0_13740, 0_13741, 0_13742, 0_13743, 0_13744, 0_13745	1_12603, 1_12674, 1_13775, 1_14445, 1_15078	2_2968, 2_4579, 2_6102, 2_6564	3_15638, 3_16043, 3_16195, 3_16235	4_9877, 4_9879, 4_9880, 4_9881, 4_9882, 4_9883
0_8693, 0_8694, 0_8700, 0_8701, 0_8702, 0_8703	1_11588, 1_11809, 1_12362, 1_14030, 1_14349, 1_15100	2_32782, 2_34414	3_1102, 3_1122, 3_1446, 3_394, 3_520, 3_571	4_14249, 4_14250, 4_14251, 4_14252, 4_14253
0_15227, 0_15228, 0_15229, 0_15230	1_15368, 1_15821, 1_15923, 1_16524	2_17603, 2_1790, 2_270, 2_810	3_12490, 3_12580, 3_14568, 3_31668	4_15156, 4_15157, 4_15158, 4_15159, 4_15160, 4_15161, 4_15162, 4_15163, 4_15164
0_31008, 0_31009, 0_31010, 0_31011, 0_31012, 0_31013, 0_31014	1_1018, 1_1229, 1_2555, 1_2652, 1_2685, 1_367	2_10137, 2_10418, 2_11047, 2_11082, 2_12278, 2_12467, 2_13741	3_4409, 3_5564, 3_6204	4_27106, 4_27107
0_34431, 0_34432	1_29833	2_26975, 2_28038, 2_28081, 2_28507, 2_28524, 2_28915, 2_29685	3_10407, 3_10420, 3_11489, 3_11945, 3_12051	4_31755, 4_31756, 4_31757, 4_31758, 4_31759, 4_31760, 4_31761, 4_31762, 4_31763, 4_31764
0_7420, 0_7422, 0_7423, 0_7424, 0_7425, 0_7426, 0_7427, 0_7428			3_7867, 3_7956, 3_8174, 3_8775	4_5600, 4_5601, 4_5602, 4_5603, 4_5604, 4_5605, 4_5606, 4_5607, 4_5608, 4_5609, 4_5610, 4_5611, 4_5612
0_11365, 0_11366, 0_11368, 0_11369, 0_11370, 0_11371	1_10007, 1_10104, 1_10375, 1_10596, 1_10755, 1_10925	2_3303, 2_3874	3_15226, 3_15235, 3_15519, 3_15956, 3_18344	4_11303, 4_11304, 4_11305, 4_11309, 4_11310
0_21645, 0_21646, 0_21647, 0_21648, 0_21649	1_27127, 1_27476, 1_27791, 1_27813	2_10057, 2_7849, 2_9037, 2_9117	3_24519, 3_24653, 3_25009, 3_25779	4_21167, 4_21168, 4_21169, 4_21170, 4_21171, 4_21172, 4_21173
0_23780, 0_23781, 0_23782, 0_23783, 0_23784	1_22808, 1_22852, 1_23947, 1_24123, 1_24613	2_34740, 2_36719, 2_36937	3_21083, 3_21933, 3_21935, 3_22020	4_23216, 4_23217, 4_23218, 4_23219, 4_23220, 4_23221, 4_23222
0_37233, 0_37234, 0_37235, 0_37236, 0_37237	1_24890, 1_25083, 1_25466, 1_26257, 1_26471	2_14157, 2_15312, 2_15524, 2_15998, 2_16371	3_29326, 3_29502, 3_29747, 3_30235, 3_31061	4_36482, 4_36483, 4_36484, 4_36485
0_20550, 0_5221, 0_5223, 0_5224	1_27983, 1_7997, 1_8478, 1_8511, 1_9330	2_21399, 2_22323, 2_23147, 2_23211, 2_7276	3_24054, 3_7512, 3_7819, 3_9552	4_5957, 4_5958, 4_5959, 4_5960, 4_5962
0_11663, 0_11664, 0_11665	1_10255, 1_10406, 1_10902, 1_9802	2_2638, 2_2998, 2_4418, 2_4838	3_15919, 3_16764, 3_17343, 3_18094	4_11527, 4_11528, 4_11529, 4_11530, 4_11531, 4_11532, 4_11533, 4_11534
0_12488, 0_12489, 0_12490, 0_12491, 0_12497, 0_12499	1_11851, 1_12023, 1_12706, 1_13379	2_2706, 2_4072, 2_4705, 2_6470, 2_6671, 2_7052	3_15469, 3_15618, 3_16240, 3_16361, 3_16984, 3_17839	4_10971
0_16651, 0_16652, 0_16653, 0_16654, 0_16655, 0_16657	1_18159, 1_18491, 1_18935, 1_19138	2_30098, 2_30725, 2_30911, 2_31984, 2_32086	3_26322, 3_26570, 3_27082, 3_27942	4_17376, 4_17377, 4_17378, 4_17379
0_23419, 0_23420, 0_23421, 0_23422, 0_23423	1_22498, 1_22772, 1_23546, 1_24364	2_34906, 2_35173, 2_35385, 2_35416, 2_35664, 2_35944, 2_36694	3_21101, 3_22146, 3_22392	4_22849, 4_22850, 4_22851, 4_22853
0_24436, 0_24437, 0_24438, 0_24439, 0_24440, 0_24441, 0_24442, 0_24443	1_22202, 1_22652, 1_22739, 1_24215, 1_24283	2_34627, 2_34875, 2_35373, 2_36191	3_21053, 3_21164, 3_21343, 3_21396, 3_21458, 3_22434	
0_30629, 0_30630, 0_30631, 0_30632, 0_30633	1_1825, 1_2187, 1_2445, 1_252, 1_3169	2_10294, 2_10538, 2_12807, 2_13861	3_4980, 3_6831, 3_6898, 3_6927	4_27475, 4_27476, 4_27477, 4_27478, 4_27479
0_37307, 0_37308, 0_37309, 0_37310	1_24844, 1_24988, 1_25051, 1_25082, 1_26288, 1_26661	2_13922, 2_15146, 2_15282, 2_16439	3_29339, 3_30091, 3_30742, 3_30910, 3_30933, 3_30961	4_36560, 4_36561, 4_36562
0_1048, 0_1049, 0_1050, 0_1053, 0_1054, 0_1055	1_3715, 1_4589, 1_4630, 1_4656, 1_4907	2_20074, 2_20196, 2_21146, 2_21154	3_2554, 3_2933, 3_3036, 3_3341	4_3963, 4_3964, 4_3971
0_6828, 0_6829, 0_6830, 0_6831, 0_6832, 0_6833, 0_6834	1_9577, 1_9653	2_22670, 2_23224, 2_23667	3_8406, 3_8873, 3_8983, 3_9522	4_7460, 4_7461, 4_7462, 4_7463, 4_7464, 4_7465
0_11807, 0_11808, 0_11809, 0_11810	1_10542	2_3601, 2_4099, 2_4411, 2_4858, 2_5212, 2_7056, 2_7111	3_16044, 3_16179, 3_17056, 3_17600, 3_17965, 3_17973	4_11672, 4_11673, 4_11674, 4_11677
0_18424, 0_18425, 0_18429, 0_18430, 0_18431	1_17822, 1_18417, 1_19586	2_31616, 2_31650, 2_31944, 2_32471	3_26517, 3_26668, 3_27902, 3_28370	4_16869, 4_16870, 4_16873, 4_16874, 4_16875, 4_16876
0_19278, 0_19279, 0_19281, 0_19282, 0_19283	1_27482, 1_27898, 1_28309, 1_28415, 1_28758	2_7782, 2_8045, 2_8750, 2_9907, 2_9925	3_23759, 3_24250, 3_24353, 3_24957, 3_25208	4_18584, 4_18585
0_25342, 0_25343, 0_25345, 0_25353, 0_25357, 0_25358	1_5137, 1_5926, 1_6188	2_24345, 2_24752, 2_24777	3_19287, 3_20460, 3_20832	4_24635, 4_24636, 4_24637, 4_24638, 4_24639, 4_24640, 4_24641
0_116, 0_117, 0_118, 0_119	1_20365, 1_21183, 1_21271, 1_21344	2_16945, 2_17101, 2_18693, 2_19166	3_32297, 3_32572, 3_32731, 3_33138	4_133, 4_134, 4_135, 4_136, 4_137
0_19242, 0_19243, 0_19245	1_27062, 1_27329, 1_28425, 1_29507	2_7632, 2_7899, 2_8794, 2_9442, 2_9888	3_23795, 3_24755, 3_25393	4_18548, 4_18549, 4_18550, 4_18552, 4_18553, 4_18554
0_20872, 0_20874, 0_20875, 0_20877	1_27383, 1_27608, 1_27799, 1_28750	2_7765, 2_8435, 2_8440, 2_9420, 2_9931	3_23738, 3_25187, 3_25291, 3_25339, 3_25949	4_20387, 4_20388, 4_20389
0_21720, 0_21721, 0_21722, 0_21723, 0_21724	1_27180, 1_27942, 1_28041, 1_28887, 1_28931	2_7164, 2_8369	3_23651, 3_24642, 3_24807, 3_26209	4_21246, 4_21247, 4_21248, 4_21249, 4_21250
0_32092, 0_32093, 0_32177	1_1614, 1_381, 1_578	2_10208, 2_11946, 2_12909, 2_12978, 2_13231	3_5282, 3_5793, 3_5873, 3_7026	4_29563, 4_29564, 4_29565, 4_29566, 4_29567, 4_29568
0_280, 0_281, 0_282, 0_283, 0_284, 0_285		2_16816, 2_16909, 2_16952, 2_17377, 2_17860, 2_18426, 2_18506		4_292, 4_293, 4_294, 4_295, 4_296, 4_297, 4_298, 4_299
0_774	1_20713, 1_20976, 1_20977, 1_21557, 1_22097	2_16761, 2_17207, 2_18129, 2_18181, 2_18683	3_32116, 3_32541, 3_32783, 3_33210	4_410, 4_411, 4_412, 4_413, 4_414
0_801, 0_802, 0_803, 0_804	1_20006, 1_20148, 1_20376, 1_20893, 1_21245	2_17339, 2_18419, 2_18602, 2_18660, 2_18963	3_31217, 3_31580, 3_31679, 3_32038, 3_32202, 3_32211	
0_4830, 0_4831, 0_4832, 0_4833	1_4726	2_21361, 2_21849, 2_22091, 2_22461, 2_22852, 2_23256, 2_23733	3_8045, 3_8203, 3_8756, 3_8977	4_5163, 4_5164, 4_5165, 4_5166
0_1311, 0_1312, 0_1313, 0_1314	1_7727, 1_8046, 1_8404, 1_9026	2_20525, 2_20663, 2_21012, 2_21049	3_1930, 3_2831, 3_3049, 3_3615	4_4206, 4_4207, 4_4208, 4_4209
0_23488, 0_23489, 0_7740, 0_7741	1_10636, 1_22744, 1_23544, 1_9763	2_33608, 2_34271, 2_35738, 2_36701	3_1264, 3_1585, 3_22602, 3_23493	4_22920, 4_22921, 4_3386, 4_3387
