0_3861	1_22004, 1_64945	2_18050	3_2073
0_3862, 0_3863	1_11693, 1_50255		3_10586
0_3866	1_21398, 1_65582	2_18299	3_2083
0_3868	1_20932, 1_63933	2_17763	3_2085
0_3870	1_20375, 1_64292	2_17993	3_2086
0_3871	1_19812, 1_64708	2_17955	3_2087
0_3880	1_20534, 1_65415	2_16968	3_2095
0_3881	1_22063, 1_63884	2_17655	3_2096
0_3883	1_20347, 1_63431	2_17144	3_2098
0_3887	1_21204, 1_64329	2_17518	3_2101
0_3890	1_20803, 1_64116	2_17380	3_2103
0_3891	1_20362, 1_64076	2_19036	3_2104
0_3893	1_22053, 1_64470	2_17821	3_2106
0_3899	1_20945, 1_65129	2_17418	3_2110
0_3901	1_21454, 1_64250	2_17378	3_2111
0_3910	1_21644, 1_63591	2_17477	3_2115
0_3915	1_21070, 1_64624	2_18725	3_2118
0_3924	1_19816, 1_63768	2_18649	3_2122
0_3926	1_21400, 1_65308	2_16763	3_2123
0_3930	1_20405, 1_63427	2_16948	3_2129
0_3932	1_21296, 1_65071	2_17370	3_2131
0_3933	1_21832, 1_65506	2_17287	3_2132
0_3935	1_21378, 1_64463	2_18714	3_2134
0_3937	1_20867, 1_63792	2_16979	3_2137
0_3940	1_20121, 1_65127	2_17520	3_2140
0_3941	1_21083, 1_64758	2_17239	3_2143
0_3942	1_21674, 1_65447	2_19259	3_2144
0_3943	1_20993, 1_65289	2_18076	3_2145
0_3944	1_20440, 1_63785	2_17902	3_2146
0_3947	1_21539, 1_65532	2_17194	3_2151
0_3955	1_21468, 1_64283	2_18391	3_2162
0_3957	1_21868, 1_64132	2_17835	3_2165
0_3959	1_20044, 1_63688	2_18387	3_2169
0_3960	1_20700, 1_64910	2_17396	3_2170
0_3965	1_21520, 1_64228	2_17984	3_2176
0_3972	1_20709, 1_64409	2_17393	3_2180
0_3977	1_21574, 1_64395	2_17852	3_2184
0_3983	1_20944, 1_65468	2_17127	3_2190
0_3986	1_20444, 1_64034	2_16883	3_2195
0_3990	1_21132, 1_63474	2_17660	3_2201
0_3991	1_21878, 1_64362	2_19094	3_2202
0_3995	1_21984, 1_65317	2_18086	3_2205
0_3997	1_20854, 1_65491	2_18522	3_2207
0_4000	1_20557, 1_65148	2_17546	3_2208
0_4002	1_21479, 1_65179	2_18934	3_2210
0_4003	1_21533, 1_65358	2_18452	3_2211
0_4005	1_20935, 1_65025	2_17278	3_2213
0_4010	1_64325	2_18253	3_2216, 3_2217
0_4014	1_19987, 1_64357	2_17481	3_2223
0_4016	1_21192, 1_64193	2_17780	3_2225
0_4017	1_21310, 1_65416	2_18450	3_2226
0_4022	1_21258, 1_63965	2_16655	3_2236
0_4023	1_20213, 1_64500	2_17431	3_2237
0_4024	1_21701, 1_63730	2_17716	3_2238
0_4027	1_20839, 1_65028	2_19189	3_2242
0_4031	1_21273, 1_64385	2_18225	3_2246
0_4032	1_21096, 1_63682	2_17529	3_2247
0_4036	1_21072, 1_64608	2_18523	3_2250
0_4037	1_20841, 1_63827	2_17800	3_2251
0_4041	1_21759, 1_63704	2_18057	3_2255
0_4042	1_19928, 1_65274	2_19044	3_2258
0_4043	1_21625, 1_64353	2_19085	3_2259
0_4044	1_21330, 1_65340	2_18316	3_2260
0_4045	1_21165, 1_63743	2_17029	3_2261
0_4050	1_20588, 1_64108	2_17444	3_2264
0_4053	1_21851, 1_64671	2_19209	3_2266
0_4058	1_21463, 1_64375	2_17657	3_2270
0_4076	1_21573, 1_64469	2_19267	3_2284
0_4077	1_20266, 1_63934	2_18027	3_2285
0_4079	1_20541, 1_63726	2_18029	3_2287
0_4085	1_20775, 1_63548	2_17141	3_2296
0_4086	1_20449, 1_64853	2_18353	3_2294
0_4087	1_21358, 1_64402	2_18751	3_2298
0_4090	1_19916, 1_65288	2_18779	3_2302
0_4091	1_21077, 1_64088	2_18101	3_2303
0_4092	1_21961, 1_65350	2_18098	3_2304
0_4096	1_20642, 1_64644	2_17123	3_2305
0_4097	1_21289, 1_65411	2_19041	3_2306
0_4098	1_20091, 1_63592	2_16950	3_2307
0_4105	1_21347, 1_65014	2_18112	3_2311
0_4121	1_20143, 1_63584	2_17440	3_2324
0_4132	1_19969, 1_65475	2_17227	3_2331
0_4133	1_20085, 1_64144	2_18518	3_2332
0_4136	1_20718, 1_63446	2_17446	3_2335
0_4144	1_22089, 1_64523	2_18296	3_2348
0_4145	1_21180, 1_63699	2_16839	3_2349
0_4148	1_20425, 1_63820	2_18864	3_2354
0_4149	1_20781, 1_64004	2_17484	3_2355
0_4151	1_20066, 1_63677	2_18833	3_2356
0_4156	1_21216, 1_65577	2_17622	3_2362
0_4162	1_19996, 1_64929	2_18821	3_2366
0_4164	1_21615, 1_63464	2_18042	3_2368
0_4165	1_20057, 1_63602	2_18210	3_2369
0_4166	1_21352, 1_63979	2_16873	3_2370
0_4175	1_21725, 1_63782	2_18411	3_2386
0_4176	1_21598, 1_65052	2_18765	3_2387
0_4179	1_20683, 1_64164	2_17097	3_2389
0_4183	1_21559, 1_64239	2_17381	3_2394
0_4184	1_21757, 1_64231	2_18846	3_2395
0_4187	1_21935, 1_65035	2_16820	3_2401
0_4189	1_21742, 1_63840	2_16623	3_35024
0_4196	1_20187, 1_63849	2_17466	3_2406
0_4199	1_20797, 1_65095	2_17495	3_2409
0_4201	1_20501, 1_63510	2_17113	3_2412
0_4202	1_21514, 1_64124	2_16654	3_2414
0_4206	1_21166, 1_64840	2_19145	3_2421
0_4211	1_20666, 1_63586	2_18119	3_2427
0_4214	1_19917, 1_64802	2_18183	3_2428
0_4215	1_20468, 1_65214	2_18157	3_2429
0_4221	1_19957, 1_65111	2_16987	3_2433
0_4225	1_20272, 1_64692	2_18641	3_2437
0_4226	1_19942, 1_65217	2_18386	3_2438
0_4227	1_20938, 1_63932	2_19175	3_2439
0_4234	1_21841, 1_63718	2_18110	3_2445
0_4235	1_21041, 1_65032	2_18445	3_2446
0_4240	1_21149, 1_64165	2_17056	3_2452
0_4246	1_20968, 1_63807	2_19280	3_2457
0_4249	1_21473, 1_64926	2_19161	3_2461
0_4250	1_20472, 1_63425	2_17534	3_2462
0_4252	1_21374, 1_65581	2_18578	3_2463
0_4254	1_21838, 1_64232	2_16704	3_2465
0_4267	1_20337, 1_64936	2_17906	3_2477
0_4271	1_20412, 1_64688	2_17578	3_2481
0_4277	1_20310, 1_64686	2_17448	3_2489
0_4279	1_22019, 1_64930	2_18705	3_2491
0_4283	1_28409, 1_56345	2_9376	3_18825
0_4286	1_28992, 1_58141	2_7812	3_18821
0_4287	1_27558, 1_57841	2_8494	3_18820
0_4290	1_27187, 1_56269	2_8720	3_18816
0_4291	1_29408, 1_56139	2_8047	3_18815
0_4294	1_28851, 1_56733	2_9711	3_18811
0_4295	1_28923, 1_55847	2_8331	3_18810
0_4297	1_27449, 1_56119	2_7581	3_18808
0_4298	1_29240, 1_56234	2_10059	3_18807
0_4304	1_27874, 1_56536	2_8170	3_18801
0_4306	1_28398, 1_57752	2_9660	3_18800
0_4307, 0_4308	1_29376, 1_58082		3_18799
0_4313	1_27525, 1_55905	2_9698	3_18792
0_4314	1_27846, 1_57103	2_7178	3_18791
0_4315	1_28551, 1_56189	2_8026	3_18790
0_4643	1_3713, 1_40613	2_22629	3_4969
0_4644	1_39652, 1_4449	2_21340	3_4970
0_4646	1_3642, 1_41267	2_22767	3_4974
0_4647	1_40535, 1_4728	2_21292	3_4975
0_4651	1_40459, 1_4136	2_21487	3_4979
0_4653	1_3985, 1_39911	2_22126	3_4981
0_4659	1_41610, 1_4552	2_22961	3_4987
0_4660	1_40628, 1_4752	2_23471	3_4988
0_4661	1_40931, 1_5051	2_23456	3_4989
0_4662	1_3580, 1_39873	2_22661	3_4990
0_4665	1_39919, 1_4312	2_23549	3_4992
0_4666	1_41441, 1_4974	2_22782	3_4993
0_4667	1_3572, 1_40610	2_21327	3_4994
0_4672	1_3839, 1_40479	2_23624	3_4996
0_4673	1_4112, 1_41436	2_21598	3_5000
0_4674	1_3959, 1_41454	2_23604	3_5001
0_4675	1_3730, 1_40706	2_22400	3_5002
0_4676	1_3338, 1_39655	2_21204	3_5003
0_4679	1_3929, 1_41841	2_21357	3_5007
0_4684	1_40212, 1_4384	2_23389	3_5014
0_4685	1_41706, 1_4386	2_23714	3_5015
0_4690	1_39808, 1_4429	2_22898	3_5019
0_4693	1_41874, 1_4418	2_23452	3_5022
0_4694	1_41370, 1_4254	2_22932	3_5023
0_4699	1_40923, 1_4388	2_22848	3_5027
0_4708	1_3557, 1_39820	2_21223	3_5035
0_4709	1_3825, 1_40282	2_22335	3_5036
0_4712	1_41559, 1_4366	2_23743	3_5042
0_4714	1_39775, 1_4375	2_21212	3_5046
0_4717	1_41173, 1_4322	2_22974	3_5048
0_4719	1_3944, 1_41735	2_21317	3_5050
0_4724	1_40968, 1_4114	2_22350	3_5053
0_4745	1_41883, 1_4539	2_23756	3_5076
0_4749	1_41094, 1_7268	2_23180	3_5082
0_4752	1_39936, 1_4781	2_23239	3_5087
0_4753	1_3739, 1_40861	2_21503	3_5088
0_4759	1_41423, 1_4889	2_22187	3_5093
0_4761, 0_4762		2_21251	3_5095, 3_5096
0_4765	1_3887, 1_41216	2_23531	3_5097
0_4766	1_40921, 1_4772	2_22462	3_5098
0_4770	1_41046, 1_4626	2_22551	3_5102
0_4771	1_40970, 1_4796	2_22360	3_5103
0_4781	1_41622, 1_4967	2_23159	3_5110
0_4782	1_4051, 1_40818	2_22473	3_5111
0_4784	1_41866, 1_4754	2_23373	3_5112
0_4796	1_3433, 1_40842	2_21277	3_5122
0_4800	1_40077, 1_5093	2_21906	3_5125
0_4819	1_40367, 1_4866	2_22672	3_5145
0_4821	1_40924, 1_4516	2_21874	3_5149
0_4824	1_3521, 1_41286	2_21288	3_5155
0_4828	1_40439, 1_4177	2_21265	3_5160
0_4835	1_41885, 1_5094	2_21880	3_5168
0_5298	1_3966, 1_40961	2_22295	3_5188
0_5299	1_40313, 1_4771	2_23864	3_5189
0_5302	1_40981, 1_4582	2_21627	3_5192
0_5310	1_41260, 1_5002	2_23774	3_5201
0_5311	1_3837, 1_39632	2_22316	3_5202
0_5317	1_4054, 1_40915	2_22949	3_5209
0_5318	1_40811, 1_4213	2_23432	3_5210
0_5321	1_3968, 1_40855	2_21812	3_5215
0_5327	1_3443, 1_39951	2_23059	3_5220
0_5685	1_39792, 1_4964	2_21358	3_5174
0_5688	1_39791, 1_4447	2_23691	3_5170
0_5689	1_3634, 1_41408	2_22985	3_5169
0_6974	1_39729, 1_4890	2_22722	3_5242
0_6975	1_3704, 1_40690	2_22904	3_5243
0_6977	1_41217, 1_4426	2_22248	3_5244
0_6978	1_39613, 1_4024	2_22567	3_5245
0_6989	1_3614, 1_39786	2_23479	3_5253
0_7001	1_40826, 1_5016	2_23151	3_5268
0_7010	1_40482, 1_4149	2_22873	3_5282
0_7015	1_40559, 1_4143	2_21595	3_5291
0_7019	1_41850, 1_4826	2_23630	3_5296
0_7021	1_40796, 1_4231	2_21309	3_5297
0_7022	1_3893, 1_41402	2_23410	3_5299
0_7037	1_40987, 1_4509	2_23113	3_5311
0_7040	1_3943, 1_41566	2_23304	3_5314
0_7042	1_3534, 1_41490	2_21207, 2_23633	
0_7043	1_4135, 1_41625	2_23809	3_5315
0_7049	1_3860, 1_41141	2_23364	3_5322
0_7050	1_40509, 1_4766	2_21729	3_5325
0_7055	1_3849, 1_40655	2_21589	3_5328
0_7067	1_3741, 1_40290	2_21745	3_5341
0_7068	1_39932, 1_4710	2_22680	3_5342
0_7070	1_3894, 1_41120	2_23460	3_5343
0_7072	1_39848, 1_4028	2_21429	3_5344
0_7075	1_3818, 1_40615	2_22925	3_5349
0_7079	1_41842, 1_4462	2_23110	3_5355
0_7081	1_3515, 1_40547	2_22993	3_5358
0_7088	1_39833, 1_4850	2_22754	3_5365
0_7091	1_40196, 1_4372	2_22659	3_5368
0_7096	1_41811, 1_5049	2_21409	3_5374
0_7101	1_3389, 1_39940	2_23459	3_5381
0_7102	1_39948, 1_4287	2_22412	3_5383
0_7116	1_39712, 1_4059	2_22369	3_5395
0_7122	1_40412, 1_4100	2_21919	3_5400
0_7125	1_3899, 1_41118	2_23721	3_5401
0_7133	1_4082, 1_41353	2_22858	3_5408
0_7136	1_4011, 1_41673	2_23530	3_5412
0_7148	1_39738, 1_4409	2_22347	3_5427
0_7149	1_3674, 1_39982	2_21210	3_5428
0_7150	1_39787, 1_4074	2_21953	3_5429
0_7161	1_39578, 1_4041	2_23299	3_5439
0_7162	1_40427, 1_5075	2_21952	3_5440
0_7171	1_39537, 1_4079	2_23791	3_5453
0_7172	1_41810, 1_4344	2_22591	3_5454
0_7174	1_3548, 1_40327	2_22574	3_5456
0_7176	1_3917, 1_40548	2_22262	3_5460
0_7209	1_3734, 1_41149	2_22302	3_5466
0_7211	1_3394, 1_41468	2_21918	3_5468
0_7214	1_41086, 1_4662	2_23388	3_5473
0_7215	1_3842, 1_41702	2_23058	3_5474
0_7220	1_41743, 1_4885	2_22658	3_5479
0_7223	1_40268, 1_4896	2_22320	3_5483
0_7228	1_40474, 1_4839	2_23653	3_5487
0_7230	1_41123, 1_4734	2_21733	3_5490
0_7233	1_3869, 1_40932	2_23511	3_5493
0_7234	1_3808, 1_41601	2_23436	3_5494
0_7275	1_41187, 1_4565	2_21263	3_5513
0_7276	1_3906, 1_41695	2_22825	3_5514
0_7279	1_3797, 1_41506	2_22540	3_5516
0_7285	1_40336, 1_4798	2_23199	3_5524
0_7286	1_3608, 1_40712	2_21222	3_5526
0_7290	1_3961, 1_40323	2_22064	3_5529
0_7291	1_40108, 1_4775	2_22683	3_5530
0_7302, 0_7303		2_21688, 2_22855	3_5550
0_7304	1_3907, 1_40852	2_21478	3_5551
0_7307	1_3951, 1_41498	2_23132	3_5553
0_7314	1_40901, 1_4175	2_23427	3_5559
0_7315	1_4087, 1_41103	2_22013	3_5560
0_7316	1_3994, 1_41897	2_22194	3_5561
0_7320	1_41646, 1_4550	2_22646	3_5570
0_7322	1_3505, 1_40140	2_22642	3_5571
0_7323	1_41004, 1_4654	2_22633	3_5572
0_7324	1_3848, 1_40715	2_21941	3_5573
0_7326	1_41131, 1_4377	2_22751	3_5575
0_7332	1_3670, 1_40552	2_22579	3_5583
0_7412	1_3363, 1_40202	2_22359	3_5594
0_7432	1_3527, 1_40828	2_21831	3_5619
0_4838	1_39715, 1_4025	2_21308	3_5637
0_4840	1_39688, 1_4169	2_23632	3_5638
0_4843	1_40788, 1_4783	2_23709	3_5641
0_4845	1_3638, 1_40768	2_21714	3_5642
0_4850	1_3336, 1_41030	2_21709	3_5646
0_4851	1_3542, 1_41456	2_22254	3_5647
0_4852	1_3751, 1_40158	2_22274	3_5648
0_4853	1_39580, 1_4764	2_21188	3_5650
0_4854	1_41770, 1_4758	2_21322	3_5651
0_4855	1_40898, 1_4763	2_23470	3_5652
0_4859	1_3317, 1_39832	2_23801	3_5654
0_4863	1_40059, 1_4145	2_21781	3_5656
0_4864	1_41392, 1_4959	2_22821	3_5657
0_4865	1_41762, 1_4834	2_22779	3_5659
0_4866	1_3402, 1_40914	2_22264	3_5660
0_4871	1_4014, 1_41834	2_23640	3_5669
0_4879	1_40733, 1_4653	2_23612	3_5672
0_4880	1_41444, 1_4681	2_22762	3_5673
0_4882	1_3753, 1_40293	2_21872	3_5674
0_4886	1_40235, 1_4789	2_23040	3_5678
0_4887	1_39862, 1_4551	2_22793	3_5679
0_4894	1_40258, 1_4805	2_23533	3_5683
0_4896	1_41165, 1_4673	2_22075	3_5686
0_4897	1_40454, 1_4953	2_23350	3_5687
0_4898	1_3777, 1_40896	2_23157	3_5689
0_4910	1_40449, 1_4815	2_23273	3_5691
0_4911	1_4001, 1_41314	2_21427	3_5692
0_4914	1_3891, 1_40185	2_21440	3_5694
0_4917	1_40551, 1_4276	2_21690	3_5695
0_4918	1_41449, 1_5077	2_22135	3_5696
0_4924	1_3445, 1_39989	2_23634	3_5702
0_4935	1_3376, 1_41878	2_22209	3_5710
0_4936	1_40711, 1_4638	2_21656	3_5711
0_4938	1_39815, 1_4179	2_22204	3_5712
0_4949	1_3916, 1_41292	2_22532	3_5717
0_4950	1_3587, 1_40661, 1_4131	2_23578	
0_4956	1_40470, 1_4319	2_23584	3_5722
0_4957	1_3519, 1_41015	2_22584	3_5723
0_4958	1_3853, 1_39709	2_22097	3_5724
0_4959	1_40099, 1_4699	2_22219	3_5725
0_4963	1_41640, 1_4986	2_22666	3_5728
0_4964	1_3987, 1_40002	2_22119	3_5729
0_4965	1_3747, 1_39897	2_22878	3_5730
0_4982	1_41355, 1_4524	2_22406	3_5741
0_4983	1_41636, 1_4644	2_21787	3_5742
0_4996	1_41009, 1_4876	2_22828	3_5744
0_4998	1_40230, 1_4182	2_21352	3_5745
0_5000	1_40334, 1_4210	2_21964	3_5748
0_5004	1_39736, 1_40358, 1_4835		3_5751
0_5017	1_40281, 1_4491	2_23206	3_5773
0_5020	1_40847, 1_4923	2_23646	3_5774
0_5023	1_40621, 1_4610	2_22515	3_5777
0_5024	1_3799, 1_40718	2_21482	3_5778
0_5032	1_40946, 1_4353	2_22244	3_5787
0_5033	1_40495, 1_4063	2_22138	3_5788
0_5036	1_41568, 1_4624	2_22946	3_5789
0_5042	1_40952, 1_4938	2_22533	3_5791
0_5044	1_41502, 1_4205	2_23034	3_5793
0_5045	1_3414, 1_40208	2_21718	3_5794
0_5054	1_40239, 1_4757	2_23723	3_5803
0_5055	1_41882, 1_4848	2_21557	3_5804
0_5062	1_3380, 1_40389	2_23022	3_5809
0_5063	1_3552, 1_41604	2_23496	3_5811
0_5064	1_41459, 1_4263	2_21574	3_5812
0_5065	1_3794, 1_41580	2_23262	3_5813
0_5066	1_3498, 1_39607	2_22285	3_5814
0_5101	1_3462, 1_40829	2_23238	3_5818
0_5112	1_3484, 1_39674	2_21271	3_5830
0_5118	1_3783, 1_40368	2_23595	3_5835
0_5123	1_39917, 1_4217	2_23173	3_5836
0_5127	1_40553, 1_4632	2_21571	3_5841
0_5128	1_3419, 1_39517	2_23178	3_5842
0_5129	1_41452, 1_4749	2_23138	3_5843
0_5135	1_40475, 1_4238	2_22623	3_5846
0_5171	1_3581, 1_40487	2_22196	3_5855
0_5175	1_41349, 1_4769	2_21392	3_5859
0_5182	1_41237, 1_4352	2_21371	3_5863
0_5192	1_40962, 1_4308	2_21530	3_5872
0_5203	1_3651, 1_40213	2_22871	3_5875
0_5204	1_41207, 1_4990	2_23592	3_5877
0_5212	1_3461, 1_40785	2_21494	3_5885
0_5214	1_39660, 1_4925	2_22788	3_5886
0_5215	1_39920, 1_4355	2_22337	3_5887
0_5216	1_3500, 1_41854	2_22836	3_5888
0_5238	1_40995, 1_5009	2_23750	3_5889
0_5275	1_40781, 1_4979	2_22962	3_5891
0_5360	1_3706, 1_39794	2_23355	3_5894
0_5486	1_3836, 1_41740	2_21447	3_5908
0_5487	1_3429, 1_41707	2_22935	3_5909
0_5489	1_3717, 1_40976	2_23204	3_5912
0_5556	1_39558, 1_4218	2_22601	3_5918
0_5558	1_3374, 1_40673	2_21940	3_5919
0_5560	1_3359, 1_41482	2_23295	3_5920
0_5626	1_41288, 1_4486	2_22801	3_5916
0_5630	1_3562, 1_40086	2_23598	3_5923
0_5632	1_40963, 1_4456	2_22513	3_5925
0_5699	1_21511, 1_41006	2_23409	3_5931
0_5700	1_21203, 1_40018	2_23393	3_5932
0_5701	1_20059, 1_39623	2_23067	3_5933
0_5702	1_22011, 1_41698	2_23778	3_5934
0_5707	1_3635, 1_40229	2_22562	3_5938
0_5708	1_41395, 1_4955	2_22710	3_5939
0_5933	1_41764, 1_4607	2_21180	3_5945
0_7186	1_3455, 1_41696	2_22854	3_6201
0_7200	1_3692, 1_39679	2_21275	3_6175
0_7201	1_39568, 1_4348	2_23862	3_6173
0_7206	1_3908, 1_41075	2_22222	3_6170
0_7245	1_40501, 1_4444	2_23716	3_6159
0_7248	1_39978, 1_4727	2_22984	3_6157
0_7249	1_3650, 1_40751	2_22951	3_6156
0_7250	1_3846, 1_40460	2_23001	3_6154
0_7251	1_3446, 1_41435	2_23425	3_6152
0_7253	1_3761, 1_40510	2_22947	3_6122
0_7260	1_41303, 1_4860	2_23250	3_6182
0_7265	1_4008, 1_40274	2_21329	3_6106
0_7271	1_3424, 1_40972	2_23803	3_6043
0_7335	1_39670, 1_3984	2_22439	3_6041
0_7341	1_3444, 1_40288	2_22566	3_6039
0_7345	1_3522, 1_40039	2_23559	3_6036
0_7360	1_3509, 1_41813	2_22166	3_6024
0_7362	1_40087, 1_4982	2_22874	3_6046
0_7378	1_40405, 1_4865	2_22886	3_6054
0_7381	1_39768, 1_4466	2_23395	3_6053
0_7384	1_3919, 1_39586	2_22331	3_6056
0_7392	1_4068, 1_41155	2_22468	3_6060
0_7396	1_3796, 1_41201	2_21639	3_6066
0_7398	1_3880, 1_40633	2_23249	3_6068
0_7403	1_40810, 1_5095	2_21695	3_6072
0_7404	1_39767, 1_4605	2_21703	3_6074
0_7406	1_39925, 1_4457	2_23649	3_6127
0_7410	1_3863, 1_39935	2_23259	3_6023
0_7440	1_3328, 1_40057	2_22879	3_6113
0_4901	1_40450, 1_4601	2_21981	3_6124
0_4902	1_3649, 1_40614	2_21852	3_6120
0_4991	1_40990, 1_4526	2_21225	3_6119
0_4993	1_40153, 1_7935	2_22636	3_6125
0_5070	1_40046, 1_7764	2_22327	3_6021
0_5072	1_40986, 1_8238	2_22553	3_6018
0_5075	1_41410, 1_8200	2_22792	3_6014
0_5089	1_40141, 1_7712	2_22763	3_6003
0_5091, 0_5092	1_39673	2_23557	3_6001
0_5154	1_40651, 1_8905	2_21973	3_5989
0_5157	1_40816, 1_7702	2_21425	3_5981
0_5159	1_39573, 1_8524	2_21593	3_5982
0_5162	1_41245, 1_8650	2_22465	3_5977
0_5197	1_39540, 1_8242	2_22367	3_5953
0_5198	1_25945, 1_63303	2_18541	3_34894
0_5219	1_21125, 1_41857	2_21394	3_5955
0_5243	1_41248, 1_9003	2_23711	3_6089
0_5245	1_40457, 1_9334	2_23767	3_5973
0_5254	1_40090, 1_9672	2_21958	3_6098
0_5256	1_39667, 1_7629	2_22705	3_6099
0_5258	1_40350, 1_8160	2_22061	3_6101
0_5261	1_40821, 1_8544	2_23560	3_6102
0_5264	1_41433, 1_8643	2_21643	3_6185
0_5282	1_41053, 1_9087	2_21483	3_6086
0_5284	1_40074, 1_8709	2_22639	3_6161
0_5285	1_40193, 1_8902	2_21996	3_6145
0_5331	1_41769, 1_9618	2_22965	3_6273
0_5333	1_40437, 1_9452	2_22941	3_6274
0_5335	1_40515, 1_9659	2_21700	3_6276
0_5341	1_40445, 1_9547	2_23674	3_6269
0_5342	1_39854, 1_8101	2_23802	3_6268
0_5345	1_41633, 1_8831	2_22374	3_6263
0_5351	1_40991, 1_8332	2_21847	3_6257
0_5353	1_40629, 1_9691	2_22048	3_6255
0_5361	1_25722, 1_62037	2_30033	3_34994
0_5363	1_39830, 1_9056	2_21694	3_6249
0_5364	1_40493, 1_9228	2_22001	3_6248
0_5365	1_40912, 1_9630	2_21437	3_6246
0_5366	1_39869, 1_9157	2_21526	3_6243
0_5368	1_39901, 1_8696	2_23659	3_6240
0_5370	1_39758, 1_9166	2_23702	3_6235
0_5371	1_39831, 1_9108	2_22105	3_6234
0_5376	1_39889, 1_8530	2_23079	3_6224
0_5378	1_40802, 1_8188	2_22129	3_6222
0_5382	1_34165, 1_9071	2_2573	3_3612
0_5384	1_10981, 1_32774	2_4257	3_3614
0_5393	1_40764, 1_8874	2_23520	3_6211
0_5394	1_39908, 1_9095	2_22721	3_6210
0_5396	1_40301, 1_8547	2_23847	3_6207
0_5398	1_39766, 1_8923	2_22396	3_6082
0_5400	1_41204, 1_8113	2_22744	3_6134
0_5401	1_40617, 1_8860	2_21845	3_6133
0_5403	1_41233, 1_8154	2_22408	3_6131
0_5405	1_41333, 1_8842	2_23449	3_6077
0_5410	1_41365, 1_8728	2_21565	3_6143
0_5428	1_40692, 1_8280	2_23031	3_6281
0_5433	1_40640, 1_9163	2_22063	3_6283
0_5436	1_41611, 1_9047	2_22669	3_6286
0_5440	1_40887, 1_8124	2_21421	3_6284
0_5445	1_41750, 1_8156	2_23586	3_6294
0_5446	1_40434, 1_9599	2_22778	3_6293
0_5449	1_41766, 1_8450	2_23303	3_6291
0_5451	1_41209, 1_8542	2_22047	3_6288
0_5452	1_41517, 1_7563	2_21365	3_6300
0_5456	1_41177, 1_7696	2_23671	3_6302
0_5461	1_41170, 1_7908	2_21630	3_6323
0_5474	1_40164, 1_8636	2_21747	3_6316
0_5477	1_41451, 1_7855	2_21368	3_6313
0_5479	1_41036, 1_9562	2_21655	3_6312
0_5482	1_41145, 1_7736	2_21463	3_6310
0_5493	1_40650, 1_8502	2_22785	3_6307
0_5494	1_41301, 1_9497	2_21401	3_6325
0_5495	1_40843, 1_8816	2_23087	3_6327
0_5497	1_41274, 1_9395	2_22456	3_6328
0_5499	1_41317, 1_8092	2_21692	3_6330
0_5500	1_41307, 1_8351	2_21853	3_6331
0_5503	1_41407, 1_9098	2_21873	3_6332
0_5504	1_41404, 1_9268	2_22976	3_6333
0_5506	1_40337, 1_8278	2_23277	3_6336
0_5511	1_39965, 1_7984	2_21887	3_6339
0_5520	1_40387, 1_9111	2_22463	3_6347
0_5522	1_41045, 1_8185	2_22348	3_6349
0_5523	1_41067, 1_9320	2_23685	3_6350
0_5526	1_39696, 1_8814	2_23142	3_6352
0_5527	1_40344, 1_8738	2_22679	3_6353
0_5528	1_40233, 1_9465	2_23015	3_6354
0_5529	1_41268, 1_8893	2_23462	3_6355
0_5535	1_41576, 1_7729	2_23680	3_6358
0_5537	1_41830, 1_8364	2_23440	3_6361
0_5538	1_39803, 1_7648	2_23074	3_6367
0_5545	1_40062, 1_9510	2_22210	3_6365
0_5547	1_40188, 1_9031	2_21785	3_29215
0_5555	1_41289, 1_8647	2_22857	3_6375
0_5562	1_41596, 1_9398	2_22217	3_6376
0_5569	1_40210, 1_8737	2_23539	3_6380
0_5570	1_39947, 1_7765	2_22336	3_6381
0_5576	1_39879, 1_9617	2_21994	3_6382
0_5577	1_40886, 1_8590	2_22903	3_6383
0_5580	1_40045, 1_7893	2_23318	3_6386
0_5584	1_41615, 1_8177	2_23528	3_6389
0_5587	1_39503, 1_9493	2_22703	3_6391
0_5588	1_41125, 1_8956	2_23548	3_6392
0_5591	1_40657, 1_9131	2_21993	3_6394
0_5600	1_39727, 1_8366	2_23402	3_6399
0_5610	1_40399, 1_8411	2_21878	3_6404
0_5616	1_40352, 1_7834	2_22805	3_6409
0_5618	1_41819, 1_8377	2_22251	3_6412
0_5639	1_41384, 1_7720	2_22206	3_6429
0_5640	1_40486, 1_8211	2_21537	3_6430
0_5642	1_40462, 1_8564	2_22735	3_6431
0_5644	1_40223, 1_9552	2_22257	3_6435
0_5647	1_41010, 1_9448	2_23540	3_6438
0_5651	1_39543, 1_9564	2_21418	3_6440
0_5659	1_41732, 1_8916	2_22539	3_6452
0_5661	1_41687, 1_8431	2_22560	3_6455
0_5667	1_40037, 1_9236	2_23729	3_6459
0_5671	1_40435, 1_7681	2_22711	3_6463
0_5674	1_40798, 1_7604	2_22382	3_6466
0_5676	1_40783, 1_8682	2_21536	3_6451
0_5679	1_40717, 1_7607	2_22160	3_6467
0_5683	1_41158, 1_8212	2_23302	3_6471
0_5710	1_39866, 1_8174	2_22124	3_6472
0_5711	1_41420, 1_9279	2_21449	3_6473
0_5716	1_41189, 1_8601	2_22647	3_6477
0_5719	1_40236, 1_8089	2_22399	3_6478
0_5721	1_40264, 1_8343	2_23078	3_6479
0_5723	1_41890, 1_8871	2_22527	3_6481
