0_24315, 0_24316, 0_24317, 0_24318, 0_24319, 0_24320, 0_24321	1_22250, 1_22794, 1_23049, 1_23295, 1_23843, 1_24259, 1_24369, 1_51145, 1_51420, 1_51860, 1_52050, 1_53061	2_35195, 2_35735, 2_36170, 2_36481, 2_36805, 2_37140	3_23770, 3_23771, 3_23772, 3_23773, 3_23774, 3_23775
0_25321, 0_25322, 0_25323, 0_25324, 0_25325, 0_25326	1_51565, 1_51652, 1_51699, 1_5203, 1_52313, 1_5488, 1_5529, 1_5704, 1_5706, 1_6457, 1_7114	2_24074, 2_24650, 2_25039, 2_25314, 2_25531, 2_25532, 2_25964	3_24617, 3_24618, 3_24619, 3_24620, 3_24621, 3_24622, 3_24623
0_27420, 0_27421, 0_27422, 0_27423, 0_27424, 0_27425	1_51184, 1_51282, 1_51316, 1_5180, 1_52072, 1_52089, 1_52462, 1_5288, 1_53046, 1_6492, 1_6561, 1_6720, 1_6846, 1_7364	2_24405, 2_24589, 2_25088, 2_25372, 2_25655	3_26648, 3_26649, 3_26651, 3_26652, 3_26655, 3_26658
0_2654, 0_2657, 0_2658, 0_2659, 0_2660	1_21137, 1_21268, 1_21983, 1_22051, 1_64280, 1_64772, 1_65053, 1_65341	2_17199, 2_17574, 2_18144, 2_18416, 2_18502, 2_18947	3_961, 3_962, 3_963, 3_964, 3_965, 3_966, 3_967, 3_968, 3_969, 3_970, 3_971
0_986, 0_988, 0_991, 0_992, 0_994, 0_996, 0_997	1_34679, 1_34861, 1_35603, 1_3624, 1_3856, 1_4109, 1_4688	2_19370, 2_19440, 2_19856, 2_19875, 2_19876, 2_20189, 2_20512, 2_20561, 2_20829	3_31284, 3_3916, 3_3917, 3_3918, 3_3919, 3_3920, 3_3921
0_4725, 0_4726, 0_4727, 0_4728, 0_4729, 0_4730, 0_4731	1_3388, 1_3606, 1_3900, 1_39741, 1_39972, 1_39984, 1_41181, 1_41574, 1_41694, 1_4952, 1_5024	2_21454, 2_21455, 2_21681, 2_21901, 2_21939, 2_22765, 2_23469, 2_23689	3_5055, 3_5056, 3_5057, 3_5488
0_1880, 0_1881, 0_1882, 0_1883, 0_1884, 0_1885	1_34279, 1_34445, 1_34519, 1_34698, 1_34725, 1_34952, 1_35042, 1_8220, 1_8260, 1_9677	2_19845, 2_19860, 2_19901, 2_20198, 2_20275, 2_20951	3_4741, 3_4742, 3_4743, 3_4744, 3_4745, 3_4746, 3_4747
0_3213, 0_3214, 0_3215, 0_3220, 0_3221, 0_3222, 0_3223, 0_3226, 0_3227	1_34712, 1_34839, 1_35097, 1_35264, 1_35673, 1_3800, 1_3963, 1_4286, 1_4929	2_19321, 2_19455, 2_19551, 2_20418, 2_20500, 2_20798	3_13923, 3_13924, 3_13925, 3_13926, 3_13927
0_22528, 0_22529, 0_22530, 0_22531, 0_22532, 0_22588	1_15816, 1_22467, 1_22631, 1_23150, 1_24248, 1_47677, 1_53792, 1_53866, 1_54276, 1_54320, 1_55251, 1_55708	2_34760, 2_35300, 2_36005, 2_36052, 2_36135, 2_36413, 2_36624	3_22110, 3_22111, 3_22113, 3_22114
0_27659, 0_27660, 0_27661, 0_27662, 0_27694, 0_27695, 0_27696	1_5271, 1_5750, 1_5961, 1_6015, 1_6080, 1_6324, 1_6599, 1_6616, 1_6618, 1_7353	2_24407, 2_24555, 2_24592, 2_24701, 2_25110, 2_25262, 2_25643, 2_26025, 2_26404, 2_26426, 2_26474, 2_26676	
0_27522, 0_27523, 0_27524, 0_27525, 0_27526, 0_27527, 0_27528, 0_27529	1_51086, 1_51500, 1_51529, 1_51796, 1_51993, 1_52734, 1_5280, 1_52800, 1_5974, 1_6362, 1_6625, 1_6667, 1_6735, 1_6772, 1_6813	2_23985, 2_25679, 2_25794, 2_26082, 2_26496, 2_26569	
0_3600, 0_3601, 0_3602, 0_3606, 0_3607, 0_3608	1_20028, 1_20127, 1_20670, 1_21135, 1_21219, 1_21938, 1_55293, 1_55373, 1_64810, 1_65476	2_17839, 2_18585, 2_18806, 2_35611	3_1818, 3_1819, 3_1820, 3_1821, 3_1822, 3_1823, 3_1824, 3_1825
0_19381, 0_19382, 0_19383, 0_19384, 0_19385, 0_19386, 0_19388, 0_19389	1_28257, 1_28486, 1_29435, 1_56770	2_7545, 2_7746, 2_8068, 2_8229, 2_8341, 2_8451, 2_8638, 2_8908, 2_8991, 2_9627, 2_9853	3_18686, 3_18687, 3_18688, 3_18689, 3_18690
0_8580, 0_8581, 0_8582, 0_8583, 0_8584, 0_8585, 0_8586, 0_8587, 0_8588	1_12227, 1_13394, 1_13880, 1_13964, 1_15054, 1_15269, 1_32300, 1_32941, 1_33136, 1_33194, 1_33714, 1_34079		3_14344, 3_14345, 3_14346, 3_14347, 3_14348, 3_14349
0_11807, 0_11808, 0_11809, 0_11810	1_10050, 1_10261, 1_10447, 1_10542, 1_10793, 1_10868, 1_48339, 1_48474, 1_49351, 1_49895, 1_50260, 1_50268	2_3601, 2_4099, 2_4411, 2_4858, 2_5212, 2_7056, 2_7111	3_11672, 3_11673, 3_11674, 3_11677
0_30730, 0_30731, 0_30732, 0_30733, 0_30734, 0_30735	1_1004, 1_1393, 1_36139, 1_37455, 1_37723, 1_38049, 1_39313, 1_669, 1_82	2_10106, 2_10782, 2_11203, 2_11641, 2_11778, 2_12020	3_27372, 3_27374, 3_27375, 3_27376, 3_27377, 3_27378
0_37001, 0_37002, 0_37003, 0_37004, 0_37005, 0_37006, 0_37007, 0_37008, 0_37009, 0_37010, 0_37011, 0_37012, 0_37013	1_61168, 1_61475, 1_61635, 1_61997, 1_62659, 1_62672, 1_62810, 1_63186	2_13965, 2_14495, 2_15899, 2_16289, 2_16326	3_29614
0_2187, 0_2188, 0_2189, 0_2196, 0_2198, 0_2199	1_1945, 1_20787, 1_21590, 1_21786, 1_21806, 1_2415, 1_288, 1_304, 1_48830, 1_49127, 1_916	2_16867, 2_17102, 2_17731, 2_18626, 2_18696, 2_19064, 2_19096	3_544, 3_545
0_3372, 0_3373, 0_3374, 0_3376, 0_3377, 0_3378, 0_3379	1_20316, 1_20355, 1_20568, 1_49750, 1_63826, 1_64407, 1_65514	2_17662, 2_17787, 2_17996, 2_18676, 2_19130	3_1649, 3_1650, 3_1651, 3_1652, 3_1653, 3_1654, 3_1655
0_8693, 0_8694, 0_8696, 0_8700, 0_8701, 0_8702, 0_8703	1_11588, 1_11809, 1_12362, 1_14030, 1_14349, 1_15100, 1_32689, 1_32815, 1_32866, 1_33397, 1_33417, 1_33741	2_32782, 2_34414	3_14249, 3_14250, 3_14251, 3_14252, 3_14253
0_13708, 0_13709, 0_13710, 0_13711, 0_13712, 0_13713	1_12658, 1_13126, 1_15074, 1_15257, 1_47355, 1_48926, 1_49090, 1_50391	2_2742, 2_3395, 2_4440, 2_4818, 2_4944, 2_7032	3_9841, 3_9842, 3_9843, 3_9847, 3_9848, 3_9849
0_14714, 0_14715, 0_14716, 0_14717, 0_14718	1_16166, 1_16412, 1_44696, 1_44752, 1_44799, 1_44848, 1_45033, 1_45121, 1_45153, 1_45945	2_1275, 2_1349, 2_1827, 2_399	3_15557, 3_15558, 3_15559, 3_15564, 3_15565, 3_15566, 3_15567
0_25282, 0_25283, 0_25290, 0_25295, 0_25296, 0_25297	1_51188, 1_52160, 1_52194, 1_52539, 1_5838, 1_6725, 1_7179, 1_7376	2_24201, 2_24837, 2_26069, 2_26120	3_24587, 3_24588, 3_24589, 3_24590, 3_24591, 3_24592, 3_24595, 3_24596
0_28802, 0_28807, 0_28808, 0_28809, 0_28810, 0_28811	1_1100, 1_1611, 1_2027, 1_2385, 1_37085, 1_37652, 1_795	2_10297, 2_11263, 2_11317, 2_11365, 2_11510, 2_12510	3_29180, 3_29181, 3_29182, 3_29183, 3_29184, 3_29185, 3_29186
0_3251, 0_3252, 0_3253, 0_3254, 0_3255, 0_3256	1_3364, 1_34252, 1_34720, 1_4307, 1_4490	2_19589, 2_19686, 2_19716, 2_20461, 2_20530, 2_20618, 2_20854, 2_20958	3_13953, 3_13954, 3_13956, 3_13957, 3_13958, 3_13959
0_7535, 0_7536, 0_7537, 0_7538, 0_7539, 0_7541, 0_7542, 0_7543	1_10369, 1_11104, 1_32310, 1_32747, 1_32924	2_32947, 2_33038, 2_33747, 2_34093, 2_34159, 2_34341, 2_34426	3_2778, 3_2779, 3_2780, 3_2782, 3_2784
0_12998, 0_12999, 0_13000, 0_26932, 0_26933	1_12493, 1_14943, 1_15076, 1_47152, 1_47793, 1_5599, 1_6145	2_23938, 2_3423, 2_3664, 2_5130, 2_6383	3_26151, 3_26152, 3_9156, 3_9157, 3_9158, 3_9159, 3_9160, 3_9161
0_13740, 0_13741, 0_13742, 0_13743, 0_13744, 0_13745	1_12603, 1_12674, 1_13775, 1_14445, 1_15078, 1_47933, 1_48338, 1_48490, 1_48530	2_2968, 2_4579, 2_6102, 2_6564	3_9877, 3_9879, 3_9880, 3_9881, 3_9882, 3_9883
0_15227, 0_15228, 0_15229, 0_15230	1_15368, 1_15821, 1_15923, 1_16524, 1_22068, 1_44785, 1_44875, 1_46863	2_17603, 2_1790, 2_270, 2_810	3_15156, 3_15157, 3_15158, 3_15159, 3_15160, 3_15161, 3_15162, 3_15163, 3_15164
0_26450, 0_26451, 0_26452, 0_26453, 0_26454, 0_26455	1_51339, 1_51530, 1_52486, 1_53267, 1_5501, 1_5724, 1_6216, 1_7018, 1_7487	2_24919, 2_25386, 2_26633, 2_26674, 2_26703, 2_26781	3_24197, 3_24198, 3_24199, 3_24206
0_27070, 0_27071, 0_27072, 0_27073, 0_27074, 0_27075	1_51473, 1_51967, 1_52696, 1_52997, 1_6531, 1_6642, 1_6741, 1_7223	2_24088, 2_24245, 2_25243, 2_25268, 2_25597, 2_25847, 2_26667	3_26294, 3_26295, 3_26296, 3_26298
0_31008, 0_31009, 0_31010, 0_31011, 0_31012, 0_31013, 0_31014	1_1018, 1_1229, 1_2555, 1_2652, 1_2685, 1_367, 1_36704, 1_37859, 1_38499	2_10137, 2_10418, 2_11047, 2_11082, 2_12278, 2_12467, 2_13741	3_27106, 3_27107
0_33780, 0_34431, 0_34432	1_42702, 1_42715, 1_43784, 1_44240, 1_44346	2_26975, 2_28038, 2_28081, 2_28507, 2_28524, 2_28915, 2_29685	3_31755, 3_31756, 3_31757, 3_31758, 3_31759, 3_31760, 3_31761, 3_31762, 3_31763, 3_31764
0_37233, 0_37234, 0_37235, 0_37236, 0_37237	1_24890, 1_25083, 1_25182, 1_25466, 1_26257, 1_26471, 1_61621, 1_61797, 1_62042, 1_62530, 1_63356	2_14157, 2_15312, 2_15524, 2_15998, 2_16371	3_36482, 3_36483, 3_36484, 3_36485
0_141, 0_142, 0_143, 0_144, 0_145, 0_146, 0_147, 0_148, 0_149, 0_150, 0_151, 0_152, 0_153, 0_154, 0_155	1_19853, 1_20152, 1_21026, 1_21237, 1_22098, 1_63496, 1_64743, 1_64785, 1_64829		
0_11365, 0_11366, 0_11368, 0_11369, 0_11370, 0_11371	1_10007, 1_10104, 1_10375, 1_10596, 1_10755, 1_10925, 1_47521, 1_47530, 1_47814, 1_48251, 1_50639	2_3303, 2_3874	3_11303, 3_11304, 3_11305, 3_11309, 3_11310
0_23780, 0_23781, 0_23782, 0_23783, 0_23784	1_22808, 1_22852, 1_23947, 1_24123, 1_24613, 1_53378, 1_54228, 1_54230, 1_54315	2_34740, 2_36719, 2_36937	3_23216, 3_23217, 3_23218, 3_23219, 3_23220, 3_23221, 3_23222
0_20550, 0_5221, 0_5223, 0_5224	1_27983, 1_39807, 1_40114, 1_41847, 1_56349, 1_7997, 1_8478, 1_8511, 1_9330	2_21399, 2_22323, 2_23147, 2_23211, 2_7276	3_5957, 3_5958, 3_5959, 3_5960, 3_5962
0_12488, 0_12489, 0_12490, 0_12491, 0_12497, 0_12499	1_11851, 1_12023, 1_12706, 1_13379, 1_47764, 1_47913, 1_48535, 1_48656, 1_49279, 1_50134	2_2706, 2_4072, 2_4705, 2_6470, 2_6671, 2_7052	3_10971
0_11989, 0_11990	1_47209, 1_47435, 1_47786, 1_47812, 1_48007, 1_48217, 1_48950, 1_49142, 1_49568, 1_49657, 1_49759, 1_49940, 1_50290, 1_50450, 1_50463, 1_50543, 1_50561	2_7114	3_11809, 3_11810, 3_11811
0_16651, 0_16652, 0_16653, 0_16654, 0_16655, 0_16657	1_18159, 1_18491, 1_18935, 1_19138, 1_58617, 1_58865, 1_59377, 1_60237	2_30098, 2_30725, 2_30911, 2_31984, 2_32086	3_17376, 3_17377, 3_17378, 3_17379
0_23419, 0_23420, 0_23421, 0_23422, 0_23423	1_22498, 1_22772, 1_23546, 1_24364, 1_53396, 1_54441, 1_54687	2_34906, 2_35173, 2_35385, 2_35416, 2_35664, 2_35944, 2_36694	3_22849, 3_22850, 3_22851, 3_22853
0_24436, 0_24437, 0_24438, 0_24439, 0_24440, 0_24441, 0_24442, 0_24443	1_22202, 1_22652, 1_22739, 1_24215, 1_24283, 1_53348, 1_53459, 1_53638, 1_53691, 1_53753, 1_54729	2_34627, 2_34875, 2_35373, 2_36191	
0_30629, 0_30630, 0_30631, 0_30632, 0_30633	1_1825, 1_2187, 1_2445, 1_252, 1_3169, 1_37275, 1_39126, 1_39193, 1_39222	2_10294, 2_10538, 2_12807, 2_13861	3_27475, 3_27476, 3_27477, 3_27478, 3_27479
0_33869, 0_33870, 0_33872, 0_33873, 0_33874	1_30580, 1_30716, 1_30806, 1_31776, 1_32037, 1_41916, 1_41954, 1_42264, 1_44053, 1_63079	2_26857, 2_27992, 2_28767, 2_28830, 2_29402	3_33016, 3_33017, 3_33018
0_37307, 0_37308, 0_37309, 0_37310	1_24844, 1_24988, 1_25051, 1_25082, 1_26288, 1_26661, 1_61634, 1_62386, 1_63037, 1_63205, 1_63228, 1_63256	2_13922, 2_15146, 2_15282, 2_16439	3_36560, 3_36561, 3_36562
0_1048, 0_1049, 0_1050, 0_1053, 0_1054, 0_1055	1_34849, 1_35228, 1_35331, 1_35636, 1_3715, 1_4589, 1_4630, 1_4656, 1_4907	2_20074, 2_20196, 2_21146, 2_21154	3_3963, 3_3964, 3_3971
0_4171, 0_4172	1_19970, 1_20000, 1_20267, 1_63713, 1_63905, 1_64208, 1_64710	2_17863, 2_18792	3_2374, 3_2375, 3_2376, 3_2377, 3_2378, 3_2379, 3_2380, 3_2381, 3_2382, 3_2383, 3_2384
0_6828, 0_6829, 0_6830, 0_6831, 0_6832, 0_6833, 0_6834	1_40701, 1_41168, 1_41278, 1_41817, 1_9577, 1_9653	2_22670, 2_23224, 2_23667	3_7460, 3_7461, 3_7462, 3_7463, 3_7464, 3_7465
0_11972, 0_11973, 0_11974, 0_11975, 0_11976, 0_11977, 0_11978, 0_11979, 0_11980	1_46953, 1_47892, 1_48319, 1_48917, 1_49106, 1_49632, 1_49955		3_11783, 3_11784, 3_11785, 3_11786, 3_11787, 3_11788
0_18424, 0_18425, 0_18429, 0_18430, 0_18431	1_17822, 1_18417, 1_19586, 1_58812, 1_58963, 1_60197, 1_60665	2_31616, 2_31650, 2_31944, 2_32471	3_16869, 3_16870, 3_16873, 3_16874, 3_16875, 3_16876
0_19278, 0_19279, 0_19281, 0_19282, 0_19283	1_27482, 1_27898, 1_28309, 1_28415, 1_28758, 1_56054, 1_56545, 1_56648, 1_57252, 1_57503	2_7782, 2_8045, 2_8750, 2_9907, 2_9925	3_18584, 3_18585
0_36640, 0_36641, 0_36642, 0_36643	1_25735, 1_25775, 1_25899, 1_26170, 1_26648, 1_61313, 1_62251, 1_62890, 1_63233	2_14925, 2_15584, 2_15684, 2_15889, 2_16493	3_35834, 3_35835, 3_35837, 3_35838
0_116, 0_117, 0_118, 0_119	1_20365, 1_21183, 1_21271, 1_21344, 1_64592, 1_64867, 1_65026, 1_65433	2_16945, 2_17101, 2_18693, 2_19166	3_133, 3_134, 3_135, 3_136, 3_137
0_11663, 0_11664, 0_11665	1_10255, 1_10406, 1_10902, 1_48214, 1_49638, 1_9802	2_2638, 2_2998, 2_4418, 2_4838	3_11527, 3_11528, 3_11529, 3_11530, 3_11531, 3_11532, 3_11533, 3_11534
0_19242, 0_19243, 0_19245	1_27062, 1_27329, 1_28425, 1_29507, 1_56090, 1_57050, 1_57688	2_7632, 2_7899, 2_8794, 2_9442, 2_9888	3_18548, 3_18549, 3_18550, 3_18552, 3_18553, 3_18554
0_20872, 0_20874, 0_20875, 0_20877	1_27383, 1_27608, 1_27799, 1_28750, 1_56033, 1_57482, 1_57586, 1_57634, 1_58244	2_7765, 2_8435, 2_8440, 2_9420, 2_9931	3_20387, 3_20388, 3_20389
0_21720, 0_21721, 0_21722, 0_21723, 0_21724	1_27180, 1_27942, 1_28041, 1_28887, 1_28931, 1_55946, 1_56937, 1_57102, 1_58504	2_7164, 2_8369	3_21246, 3_21247, 3_21248, 3_21249, 3_21250
0_774	1_20713, 1_20976, 1_20977, 1_21557, 1_22097, 1_64411, 1_64836, 1_65078, 1_65505	2_16761, 2_17207, 2_18129, 2_18181, 2_18683	3_410, 3_411, 3_412, 3_413, 3_414
0_801, 0_802, 0_803, 0_804	1_20006, 1_20148, 1_20376, 1_20893, 1_21245, 1_63512, 1_63875, 1_63974, 1_64333, 1_64497, 1_64506	2_17339, 2_18419, 2_18602, 2_18660, 2_18963	
0_31426, 0_31427, 0_543, 0_545, 0_546	1_20181, 1_22023, 1_3057, 1_38669, 1_63833, 1_64717, 1_65120	2_11129, 2_17282, 2_18309	3_1149, 3_1150, 3_1151, 3_1152, 3_1153
0_4830, 0_4831, 0_4832, 0_4833	1_40340, 1_40498, 1_41051, 1_41272, 1_4726	2_21361, 2_21849, 2_22091, 2_22461, 2_22852, 2_23256, 2_23733	3_5163, 3_5164, 3_5165, 3_5166
0_23488, 0_23489, 0_7740, 0_7741	1_10636, 1_22744, 1_23544, 1_33559, 1_33880, 1_54897, 1_55788, 1_9763	2_33608, 2_34271, 2_35738, 2_36701	3_22920, 3_22921, 3_3386, 3_3387
